,start station name,end station name,tripduration,usertype,gender
208051,Central Park S & 6 Ave,Central Park S & 6 Ave,1090,Subscriber,2
530835,10 Ave & W 28 St,1 Ave & E 18 St,414,Subscriber,1
223733,Centre St & Chambers St,South St & Gouverneur Ln,571,Subscriber,1
279406,E 20 St & 2 Ave,W 44 St & 5 Ave,627,Subscriber,1
544720,Broadway & W 24 St,Clark St & Henry St,1208,Subscriber,1
427804,Norfolk St & Broome St,E 30 St & Park Ave S,993,Subscriber,1
413644,Pershing Square North,Howard St & Centre St,1889,Subscriber,2
303870,W 37 St & 10 Ave,FDR Drive & E 35 St,1008,Subscriber,1
485956,E 51 St & Lexington Ave,W 31 St & 7 Ave,742,Subscriber,1
435117,W 20 St & 7 Ave,Warren St & Church St,1481,Subscriber,2
362403,Bank St & Hudson St,,894,Subscriber,2
419160,Cumberland St & Lafayette Ave,Pearl St & Hanover Square,1716,Subscriber,1
407674,W Broadway & Spring St,Howard St & Centre St,1176,Subscriber,1
539324,Cleveland Pl & Spring St,Lawrence St & Willoughby St,234,Subscriber,1
268813,Atlantic Ave & Fort Greene Pl,E 19 St & 3 Ave,294,Subscriber,2
467994,E 31 St & 3 Ave,W 24 St & 7 Ave,554,Subscriber,1
78466,Broadway & E 14 St,Bank St & Washington St,484,Subscriber,1
499615,E 33 St & 2 Ave,E 58 St & 3 Ave,966,Subscriber,2
259006,E 16 St & 5 Ave,2 Ave & E 58 St,284,Subscriber,0
448589,Barrow St & Hudson St,Lispenard St & Broadway,540,Subscriber,1
517138,W 25 St & 6 Ave,E 43 St & Vanderbilt Ave,832,Subscriber,1
176486,DeKalb Ave & Hudson Ave,Dean St & 4 Ave,900,Subscriber,2
3995,12 Ave & W 40 St,NYCBS Depot - FAR,1590,Subscriber,1
558517,Broadway & Battery Pl,West Thames St,293,Subscriber,1
322486,9 Ave & W 18 St,8 Ave & W 31 St N,501,Subscriber,1
379614,W 17 St & 8 Ave,W 4 St & 7 Ave S,580,Subscriber,1
232011,E 20 St & 2 Ave,Clinton St & Grand St,968,Subscriber,2
480982,W 53 St & 10 Ave,Broadway & W 56 St,355,Subscriber,1
384016,Howard St & Centre St,,836,Subscriber,1
359376,E 19 St & 3 Ave,1 Ave & E 30 St,590,Subscriber,2
249749,W 43 St & 6 Ave,1 Ave & E 44 St,1455,Subscriber,1
448598,E 24 St & Park Ave S,E 32 St & Park Ave,275,Subscriber,2
308999,Murray St & West St,E 6 St & Avenue D,731,Subscriber,1
176490,6 Ave & Broome St,E 2 St & 2 Ave,1043,Subscriber,2
267634,West St & Chambers St,South St & Gouverneur Ln,1333,Subscriber,1
215298,W 15 St & 7 Ave,Reade St & Broadway,950,Subscriber,1
385314,Wythe Ave & Metropolitan Ave,E 10 St & Avenue A,1637,Subscriber,1
487447,Broadway & E 14 St,Pearl St & Hanover Square,312,Subscriber,1
227907,E 19 St & 3 Ave,W 15 St & 7 Ave,907,Subscriber,1
526050,Johnson St & Gold St,W 20 St & 11 Ave,307,Subscriber,1
462603,Cadman Plaza E & Red Cross Pl,Barclay St & Church St,996,Subscriber,1
480638,W 43 St & 10 Ave,E 53 St & Madison Ave,841,Subscriber,1
266293,E 17 St & Broadway,2 Ave & E 31 St,711,Subscriber,2
37601,Broadway & E 22 St,W 24 St & 7 Ave,324,Subscriber,1
36617,E 31 St & 3 Ave,E 47 St & 2 Ave,1135,Subscriber,2
394697,W 56 St & 6 Ave,W 27 St & 7 Ave,1074,Subscriber,1
414965,11 Ave & W 59 St,Duane St & Greenwich St,1506,Subscriber,1
278875,W 22 St & 10 Ave,Vesey Pl & River Terrace,934,Subscriber,1
304017,W 4 St & 7 Ave S,9 Ave & W 45 St,754,Subscriber,2
287152,E 10 St & 5 Ave,W 59 St & 10 Ave,769,Subscriber,1
126501,9 Ave & W 16 St,W 39 St & 9 Ave,829,Subscriber,1
16493,E 10 St & 5 Ave,Perry St & Bleecker St,440,Subscriber,1
2706,W 17 St & 8 Ave,W 18 St & 6 Ave,206,Subscriber,1
576271,E 39 St & 2 Ave,E 39 St & 2 Ave,69,Subscriber,2
287092,W 27 St & 7 Ave,W 4 St & 7 Ave S,784,Subscriber,2
508413,W 38 St & 8 Ave,Forsyth St & Canal St,1708,Subscriber,2
483489,W 41 St & 8 Ave,Broadway & W 60 St,656,Subscriber,1
53604,Broadway & W 32 St,NYCBS Depot - FAR,619,Subscriber,2
493548,10 Ave & W 28 St,W 56 St & 6 Ave,246,Subscriber,1
563682,Washington Square E,Rivington St & Chrystie St,535,Subscriber,1
444075,Broadway & W 53 St,E 53 St & Lexington Ave,525,Subscriber,1
323490,E 24 St & Park Ave S,Lexington Ave & E 24 St,1142,Subscriber,1
489399,Franklin St & W Broadway,W 53 St & 10 Ave,906,Subscriber,2
113071,Lafayette St & E 8 St,Front St & Maiden Ln,1570,Subscriber,2
505015,9 Ave & W 14 St,Laight St & Hudson St,337,Subscriber,1
539101,6 Ave & Broome St,Franklin St & W Broadway,431,Subscriber,1
416369,6 Ave & Broome St,W 18 St & 6 Ave,886,Subscriber,2
54799,Hancock St & Bedford Ave,Hancock St & Bedford Ave,1247,Subscriber,1
421147,E 39 St & 3 Ave,W 52 St & 5 Ave,481,Subscriber,1
383380,Cadman Plaza E & Red Cross Pl,W 29 St & 9 Ave,803,Subscriber,1
141920,Mercer St & Spring St,E 15 St & 3 Ave,1101,Subscriber,1
221942,Washington Park,Duffield St & Willoughby St,660,Subscriber,1
70882,Greenwich Ave & Charles St,9 Ave & W 14 St,1814,Subscriber,1
496243,W 15 St & 7 Ave,1 Ave & E 30 St,860,Subscriber,2
58661,W 21 St & 6 Ave,E 13 St & Avenue A,803,Subscriber,2
481066,9 Ave & W 45 St,Broadway & W 49 St,502,Subscriber,1
436930,Canal St & Rutgers St,Ashland Pl & Hanson Pl,1600,Subscriber,1
569549,W 53 St & 10 Ave,Cleveland Pl & Spring St,502,Subscriber,1
69660,Stanton St & Mangin St,Forsyth St & Canal St,1113,Subscriber,2
400951,E 33 St & 2 Ave,Pitt St & Stanton St,1093,Subscriber,2
203958,Metropolitan Ave & Bedford Ave,Rivington St & Chrystie St,859,Subscriber,1
482589,W 29 St & 9 Ave,Greenwich St & W Houston St,881,Subscriber,1
469167,Spruce St & Nassau St,E 11 St & 2 Ave,1904,Subscriber,2
406120,E 25 St & 1 Ave,Clinton Ave & Myrtle Ave,1944,Subscriber,2
503558,Old Slip & Front St,Broadway & Battery Pl,170,Subscriber,1
308115,Grand St & Havemeyer St,Broadway & W 51 St,2347,Subscriber,1
117060,8 Ave & W 31 St N,W 53 St & 10 Ave,814,Subscriber,1
478586,Lafayette St & E 8 St,MacDougal St & Washington Sq,293,Subscriber,1
394093,W 41 St & 8 Ave,E 2 St & Avenue C,362,Subscriber,2
269431,Pearl St & Hanover Square,E 20 St & FDR Drive,1402,Subscriber,1
313605,Greenwich St & W Houston St,Washington St & Gansevoort St,746,Subscriber,1
117964,Suffolk St & Stanton St,Cadman Plaza W & Pierrepont St,1107,Subscriber,1
327371,W 24 St & 7 Ave,Broadway & Battery Pl,2090,Subscriber,2
165935,S 3 St & Bedford Ave,W 46 St & 11 Ave,2015,Subscriber,1
484996,William St & Pine St,E 25 St & 2 Ave,1437,Subscriber,1
416917,8 Ave & W 31 St N,E 47 St & Park Ave,706,Subscriber,1
85009,Avenue D & E 12 St,E 2 St & Avenue C,701,Subscriber,1
163285,Front St & Washington St,Pearl St & Anchorage Pl,1118,Subscriber,1
139173,E 9 St & Avenue C,W 17 St & 8 Ave,997,Subscriber,1
167878,Broadway & W 24 St,,724,Subscriber,2
169098,E 24 St & Park Ave S,E 23 St & 1 Ave,453,Subscriber,1
359043,E 5 St & Avenue C,,290,Subscriber,1
517748,W 18 St & 6 Ave,E 12 St & 3 Ave,410,Subscriber,2
474327,Pershing Square North,,780,Subscriber,1
428674,9 Ave & W 16 St,Christopher St & Greenwich St,344,Subscriber,1
430377,Broadway & Battery Pl,Dean St & 4 Ave,1702,Subscriber,1
227353,E 45 St & 3 Ave,Pershing Square South,424,Subscriber,1
326072,Lawrence St & Willoughby St,Bond St & Schermerhorn St,492,Subscriber,1
477952,St Marks Pl & 1 Ave,Washington Square E,450,Subscriber,1
264049,Lispenard St & Broadway,W Broadway & Spring St,629,Subscriber,1
462727,Broadway & W 24 St,W 31 St & 7 Ave,221,Subscriber,1
430027,W Broadway & Spring St,9 Ave & W 16 St,656,Subscriber,1
220485,8 Ave & W 33 St,Hicks St & Montague St,996,Subscriber,1
61518,Lafayette Ave & Fort Greene Pl,Lafayette Ave & Fort Greene Pl,474,Subscriber,1
282379,Lafayette St & E 8 St,2 Ave & E 58 St,1419,Subscriber,2
438869,E 9 St & Avenue C,Allen St & Rivington St,450,Subscriber,1
70360,Clinton St & Grand St,S 3 St & Bedford Ave,1840,Subscriber,1
493553,2 Ave & E 58 St,Central Park S & 6 Ave,918,Subscriber,2
540016,W 41 St & 8 Ave,Suffolk St & Stanton St,2492,Subscriber,2
415214,E 33 St & 2 Ave,E 33 St & 2 Ave,84,Subscriber,1
502473,W 16 St & The High Line,8 Ave & W 31 St N,547,Subscriber,2
99462,Greenwich St & Warren St,Spruce St & Nassau St,371,Subscriber,1
525010,W 59 St & 10 Ave,Vesey Pl & River Terrace,1724,Subscriber,1
309458,St Marks Pl & 2 Ave,W 31 St & 7 Ave,439,Subscriber,1
470707,E 11 St & 2 Ave,Watts St & Greenwich St,865,Subscriber,1
293430,Cadman Plaza E & Red Cross Pl,W 41 St & 8 Ave,1095,Subscriber,1
3785,South St & Gouverneur Ln,FDR Drive & E 35 St,1778,Subscriber,2
570140,Central Park S & 6 Ave,Grand Army Plaza & Central Park S,2312,Subscriber,2
409341,Sullivan St & Washington Sq,Leonard St & Church St,576,Subscriber,1
33843,Catherine St & Monroe St,,1206,Subscriber,1
233447,Broadway & W 38 St,W 41 St & 8 Ave,947,Subscriber,1
425190,Pershing Square South,Lispenard St & Broadway,1062,Subscriber,2
69467,Broadway & W 58 St,E 16 St & 5 Ave,1844,Subscriber,2
393675,W 39 St & 9 Ave,Broadway & W 53 St,596,Subscriber,1
138367,W 25 St & 6 Ave,W 13 St & 6 Ave,528,Subscriber,1
336469,E 11 St & 2 Ave,W 25 St & 6 Ave,751,Subscriber,1
552091,W 4 St & 7 Ave S,E 16 St & 5 Ave,1090,Subscriber,2
57392,Broadway & W 41 St,Broadway & W 29 St,372,Subscriber,1
39302,W 20 St & 11 Ave,W 42 St & 8 Ave,1223,Subscriber,1
303626,Mott St & Prince St,Cadman Plaza West & Montague St,2093,Subscriber,2
19589,Front St & Gold St,Ashland Pl & Hanson Pl,980,Subscriber,1
128464,Lexington Ave & E 29 St,Broadway & E 14 St,547,Subscriber,1
568597,9 Ave & W 14 St,W 24 St & 7 Ave,453,Subscriber,1
447296,W 27 St & 7 Ave,E 15 St & 3 Ave,665,Subscriber,2
247643,E 5 St & Avenue C,Avenue D & E 8 St,712,Subscriber,1
271043,E 58 St & 3 Ave,Broadway & W 58 St,623,Subscriber,1
172355,W 39 St & 9 Ave,DeKalb Ave & Hudson Ave,899,Subscriber,1
218958,Pershing Square North,Rivington St & Ridge St,1639,Subscriber,1
301008,Christopher St & Greenwich St,MacDougal St & Washington Sq,591,Subscriber,1
539260,University Pl & E 14 St,E 4 St & 2 Ave,562,Subscriber,1
160102,E 53 St & Lexington Ave,W 13 St & 6 Ave,773,Subscriber,1
567917,E 25 St & 1 Ave,E 15 St & 3 Ave,265,Subscriber,1
556885,E 51 St & 1 Ave,2 Ave & E 58 St,268,Subscriber,2
491098,Broadway & W 41 St,5 Ave & E 29 St,331,Subscriber,1
265145,E 11 St & Broadway,Broadway & W 37 St,245,Subscriber,1
42869,Greenwich St & W Houston St,Lexington Ave & E 29 St,653,Subscriber,1
115265,Liberty St & Broadway,E 15 St & Irving Pl,1716,Subscriber,2
119579,Washington Pl & Broadway,E 13 St & Avenue A,677,Subscriber,1
523102,Allen St & Stanton St,E 51 St & 1 Ave,1112,Subscriber,2
264852,W 13 St & 7 Ave,W 21 St & 6 Ave,465,Subscriber,1
393050,E 47 St & 2 Ave,W 45 St & 6 Ave (1),404,Subscriber,1
287307,E 33 St & 5 Ave,W 22 St & 10 Ave,911,Subscriber,1
503981,Greenwich St & Warren St,Broad St & Bridge St,640,Subscriber,1
136924,Murray St & West St,W 33 St & 7 Ave,956,Subscriber,2
289332,W 15 St & 7 Ave,Mott St & Prince St,750,Subscriber,1
391762,E 11 St & 2 Ave,Broadway & E 14 St,379,Subscriber,1
305402,Rivington St & Ridge St,E 51 St & Lexington Ave,1452,Subscriber,2
179153,Lawrence St & Willoughby St,DeKalb Ave & Hudson Ave,613,Subscriber,1
458037,E 43 St & Vanderbilt Ave,W 33 St & 7 Ave,458,Subscriber,1
150867,Concord St & Bridge St,Broadway & W 41 St,2317,Subscriber,1
230368,10 Ave & W 28 St,8 Ave & W 31 St N,337,Subscriber,1
289073,E 32 St & Park Ave,Old Slip & Front St,1796,Subscriber,1
135835,1 Ave & E 16 St,Broadway & E 22 St,638,Subscriber,1
70003,Sullivan St & Washington Sq,Greenwich Ave & Charles St,2271,Subscriber,1
42247,Centre St & Worth St,Stanton St & Chrystie St,5961,Subscriber,1
336621,Bayard St & Baxter St,William St & Pine St,580,Subscriber,2
89490,St Marks Pl & 1 Ave,Bus Slip & State St,2105,Subscriber,1
511417,E 25 St & 1 Ave,E 6 St & Avenue B,709,Subscriber,1
261932,E 48 St & Madison Ave,E 20 St & 2 Ave,695,Subscriber,1
499028,W 51 St & 6 Ave,W 56 St & 6 Ave,191,Subscriber,1
121636,E 47 St & Park Ave,Great Jones St,1361,Subscriber,1
418825,William St & Pine St,6 Ave & W 33 St,2117,Subscriber,1
490140,Cadman Plaza West & Montague St,DeKalb Ave & S Portland Ave,263,Subscriber,2
298077,6 Ave & W 33 St,9 Ave & W 14 St,590,Subscriber,1
207873,Stanton St & Chrystie St,Pearl St & Anchorage Pl,2102,Subscriber,1
460315,E 27 St & 1 Ave,Rivington St & Ridge St,879,Subscriber,1
1014,Carmine St & 6 Ave,Broadway & W 38 St,867,Subscriber,1
465250,Franklin St & W Broadway,S 5 Pl & S 5 St,1321,Subscriber,1
512596,9 Ave & W 16 St,Cleveland Pl & Spring St,1085,Subscriber,2
381400,Great Jones St,Pitt St & Stanton St,683,Subscriber,1
277426,MacDougal St & Prince St,Greenwich St & W Houston St,714,Subscriber,1
158940,E 12 St & 3 Ave,Stanton St & Chrystie St,461,Subscriber,1
129030,E 48 St & Madison Ave,E 10 St & Avenue A,232,Subscriber,1
198134,Broadway & W 56 St,W 54 St & 9 Ave,2328,Subscriber,1
466081,E 27 St & 1 Ave,W 20 St & 11 Ave,527,Subscriber,1
190802,E 25 St & 2 Ave,Broadway & E 14 St,550,Subscriber,1
423736,Lexington Ave & E 29 St,E 15 St & Irving Pl,471,Subscriber,1
408170,Broadway & W 56 St,W 53 St & 10 Ave,246,Subscriber,1
9350,8 Ave & W 52 St,W 33 St & 7 Ave,527,Subscriber,1
520907,Avenue D & E 8 St,Market St & Cherry St,1125,Subscriber,1
446932,8 Ave & W 33 St,E 53 St & Lexington Ave,957,Subscriber,1
32245,Broadway & W 29 St,E 4 St & 2 Ave,577,Subscriber,1
520018,FDR Drive & E 35 St,Allen St & Rivington St,969,Subscriber,1
193356,W 37 St & 10 Ave,Broadway & W 41 St,422,Subscriber,1
480724,W 27 St & 7 Ave,10 Ave & W 28 St,376,Subscriber,2
397070,W 37 St & 5 Ave,8 Ave & W 33 St,664,Subscriber,2
511099,E 43 St & Vanderbilt Ave,8 Ave & W 33 St,462,Subscriber,1
372826,W 18 St & 6 Ave,W 22 St & 8 Ave,486,Subscriber,1
463431,Broadway & W 29 St,W 38 St & 8 Ave,662,Subscriber,1
401366,South St & Whitehall St,Cherry St,850,Subscriber,1
513350,Cadman Plaza West & Montague St,Broadway & W 29 St,436,Subscriber,1
386305,5 Ave & E 29 St,Mott St & Prince St,677,Subscriber,1
494533,1 Ave & E 30 St,1 Ave & E 30 St,2126,Subscriber,1
353967,St Marks Pl & 1 Ave,1 Ave & E 18 St,194,Subscriber,1
455524,Stanton St & Chrystie St,E 33 St & 2 Ave,706,Subscriber,1
185024,Centre St & Chambers St,Henry St & Poplar St,1124,Subscriber,2
539304,Bond St & Schermerhorn St,Lafayette Ave & Fort Greene Pl,255,Subscriber,2
575576,E 11 St & Broadway,Lawrence St & Willoughby St,368,Subscriber,2
546249,Cleveland Pl & Spring St,Cliff St & Fulton St,761,Subscriber,1
204489,W 11 St & 6 Ave,E 11 St & Broadway,392,Subscriber,1
361416,Murray St & West St,Barclay St & Church St,161,Subscriber,1
478521,Mercer St & Bleecker St S,,2619,Subscriber,2
463920,Broadway & W 60 St,2 Ave & E 31 St,1085,Subscriber,1
404264,E 24 St & Park Ave S,W 31 St & 7 Ave,395,Subscriber,1
275849,W 43 St & 10 Ave,,1246,Subscriber,1
566877,Grand St & Havemeyer St,E 51 St & Lexington Ave,283,Subscriber,1
242146,E 10 St & 5 Ave,Central Park S & 6 Ave,540,Subscriber,1
417628,E 10 St & Avenue A,Front St & Maiden Ln,1302,Subscriber,1
392798,Bank St & Washington St,Broadway & W 56 St,1361,Subscriber,2
464037,E 27 St & 1 Ave,W 4 St & 7 Ave S,670,Subscriber,1
395706,E 39 St & 2 Ave,2 Ave & E 31 St,258,Subscriber,2
413016,W 15 St & 7 Ave,W 15 St & 7 Ave,357,Subscriber,2
564602,Carmine St & 6 Ave,West St & Chambers St,549,Subscriber,1
482154,Greenwich St & North Moore St,W 14 St & The High Line,801,Subscriber,1
38334,Old Slip & Front St,Cleveland Pl & Spring St,1057,Subscriber,2
509267,W 37 St & 5 Ave,E 19 St & 3 Ave,597,Subscriber,1
63320,Broadway & E 14 St,Broadway & E 22 St,863,Subscriber,1
236017,Hicks St & Montague St,,480,Subscriber,1
533460,Dean St & 4 Ave,Cumberland St & Lafayette Ave,3645,Subscriber,1
509806,Lexington Ave & E 29 St,Pershing Square North,583,Subscriber,1
529923,Reade St & Broadway,Bayard St & Baxter St,514,Subscriber,1
456971,W 37 St & 5 Ave,,404,Subscriber,1
532605,3 Ave & Schermerhorn St,W 29 St & 9 Ave,202,Subscriber,1
447034,W 15 St & 7 Ave,Carmine St & 6 Ave,322,Subscriber,2
393462,W 17 St & 8 Ave,Greenwich Ave & Charles St,651,Subscriber,1
561815,Lexington Ave & E 29 St,Central Park S & 6 Ave,1504,Subscriber,2
107340,3 Ave & Schermerhorn St,State St & Smith St,319,Subscriber,2
433016,Front St & Maiden Ln,E 11 St & 1 Ave,1231,Subscriber,1
71145,9 Ave & W 22 St,E 27 St & 1 Ave,457,Subscriber,1
566217,W 29 St & 9 Ave,Broadway & W 58 St,1445,Subscriber,2
30578,Reade St & Broadway,W 13 St & 6 Ave,879,Subscriber,2
126560,Broadway & W 24 St,E 2 St & Avenue B,472,Subscriber,2
455442,Allen St & Rivington St,Broadway & E 14 St,516,Subscriber,1
302554,Water - Whitehall Plaza,Cleveland Pl & Spring St,739,Subscriber,1
469818,W 47 St & 10 Ave,E 51 St & 1 Ave,1058,Subscriber,1
135767,8 Ave & W 52 St,Pershing Square South,734,Subscriber,1
489020,8 Ave & W 31 St N,E 5 St & Avenue C,366,Subscriber,1
151533,Spruce St & Nassau St,Water - Whitehall Plaza,401,Subscriber,1
468310,Cliff St & Fulton St,Pearl St & Hanover Square,234,Subscriber,1
556102,W 54 St & 9 Ave,W 37 St & 10 Ave,705,Subscriber,2
415351,E 12 St & 3 Ave,3969.TEMP (Bike The Branches - Central Branch),300,Subscriber,1
125950,8 Ave & W 31 St N,Broadway & W 37 St,322,Subscriber,2
26199,Lispenard St & Broadway,Lispenard St & Broadway,112,Subscriber,1
509187,E 17 St & Broadway,Clinton St & Grand St,1200,Subscriber,2
118346,E 20 St & 2 Ave,Bus Slip & State St,1460,Subscriber,1
345654,Macon St & Nostrand Ave,DeKalb Ave & Hudson Ave,1102,Subscriber,2
369687,Dean St & 4 Ave,Gallatin Pl & Livingston St,673,Subscriber,1
192403,5 Ave & E 29 St,Greenwich Ave & Charles St,473,Subscriber,1
222195,Barrow St & Hudson St,E 15 St & Irving Pl,1260,Subscriber,1
397154,Broadway & E 22 St,E 20 St & FDR Drive,583,Subscriber,2
381250,E 30 St & Park Ave S,E 20 St & 2 Ave,340,Subscriber,1
417446,Lafayette St & Jersey St N,E 11 St & 2 Ave,415,Subscriber,1
484331,Christopher St & Greenwich St,9 Ave & W 22 St,735,Subscriber,1
217068,E 9 St & Avenue C,E 15 St & Irving Pl,722,Subscriber,2
530072,W 13 St & 5 Ave,E 24 St & Park Ave S,421,Subscriber,2
281328,E 17 St & Broadway,W 11 St & 6 Ave,251,Subscriber,2
488623,LaGuardia Pl & W 3 St,DeKalb Ave & Hudson Ave,381,Subscriber,1
212592,Rivington St & Chrystie St,Central Park S & 6 Ave,445,Subscriber,2
214361,Pershing Square South,E 10 St & Avenue A,767,Subscriber,2
114681,Broadway & W 58 St,11 Ave & W 41 St,1244,Subscriber,2
319935,E 6 St & Avenue D,Pike St & Monroe St,936,Subscriber,2
489467,W 51 St & 6 Ave,E 32 St & Park Ave,1185,Subscriber,1
274707,E 15 St & Irving Pl,E 43 St & Vanderbilt Ave,994,Subscriber,1
417040,Pershing Square North,Stanton St & Chrystie St,1448,Subscriber,1
347054,6 Ave & Canal St,Cliff St & Fulton St,1083,Subscriber,1
314886,Washington Pl & Broadway,E 20 St & FDR Drive,903,Subscriber,1
345810,W 13 St & 7 Ave,W 24 St & 7 Ave,341,Subscriber,1
69740,W 15 St & 7 Ave,W 41 St & 8 Ave,724,Subscriber,1
151753,Lafayette St & E 8 St,NYCBS Depot - SSP,251,Subscriber,1
365182,W 20 St & 8 Ave,W 20 St & 11 Ave,471,Subscriber,1
299686,Greenwich St & Warren St,E 15 St & Irving Pl,1570,Subscriber,1
145291,E 47 St & 2 Ave,E 19 St & 3 Ave,589,Subscriber,1
553412,2 Ave & E 58 St,2 Ave & E 58 St,188,Subscriber,1
419212,MacDougal St & Washington Sq,W 24 St & 7 Ave,744,Subscriber,2
487900,Lafayette St & Jersey St N,Broadway & W 58 St,854,Subscriber,2
41530,E 53 St & Madison Ave,W 16 St & The High Line,972,Subscriber,1
283890,12 Ave & W 40 St,W 20 St & 7 Ave,991,Subscriber,2
314576,10 Ave & W 28 St,Broadway & W 24 St,712,Subscriber,1
122766,Greenwich St & Warren St,,1057,Subscriber,1
267434,E 39 St & 2 Ave,E 20 St & FDR Drive,639,Subscriber,1
244798,Adelphi St & Myrtle Ave,Duffield St & Willoughby St,444,Subscriber,1
119757,9 Ave & W 14 St,Broadway & W 58 St,303,Subscriber,1
144817,Hicks St & Montague St,W 20 St & 11 Ave,597,Subscriber,1
164039,E 30 St & Park Ave S,Pershing Square South,278,Subscriber,1
271872,Lawrence St & Willoughby St,S 4 St & Wythe Ave,1061,Subscriber,1
279380,8 Ave & W 31 St N,W 53 St & 10 Ave,736,Subscriber,1
380141,W 14 St & The High Line,Dean St & 4 Ave,2017,Subscriber,1
162373,8 Ave & W 31 St N,8 Ave & W 33 St,172,Subscriber,1
401936,Jay St & Tech Pl,E 55 St & Lexington Ave,1809,Subscriber,1
255832,11 Ave & W 41 St,E 43 St & Vanderbilt Ave,650,Subscriber,1
37954,Liberty St & Broadway,Leonard St & Church St,361,Subscriber,2
486641,W 46 St & 11 Ave,E 43 St & Vanderbilt Ave,914,Subscriber,2
416950,E 20 St & 2 Ave,E 17 St & Broadway,300,Subscriber,1
14613,Broadway & W 56 St,Sullivan St & Washington Sq,1279,Subscriber,1
43989,E 2 St & 2 Ave,W 18 St & 6 Ave,1182,Subscriber,1
420406,Barrow St & Hudson St,Clinton St & Grand St,1399,Subscriber,2
117610,W 33 St & 7 Ave,E 58 St & 3 Ave,1090,Subscriber,1
163344,W 20 St & 8 Ave,Pershing Square North,782,Subscriber,1
256,Cumberland St & Lafayette Ave,E 16 St & 5 Ave,1535,Subscriber,1
50089,Fulton St & Grand Ave,Clinton Ave & Myrtle Ave,1576,Subscriber,2
128673,Norfolk St & Broome St,Henry St & Grand St,565,Subscriber,1
342243,Mott St & Prince St,W 16 St & The High Line,705,Subscriber,1
479992,Liberty St & Broadway,E 15 St & 3 Ave,1272,Subscriber,1
277328,W 27 St & 7 Ave,9 Ave & W 18 St,1240,Subscriber,1
268924,E 11 St & 1 Ave,W 13 St & 5 Ave,510,Subscriber,2
168980,W 4 St & 7 Ave S,9 Ave & W 45 St,963,Subscriber,1
232753,Mercer St & Spring St,W 39 St & 9 Ave,979,Subscriber,1
129623,Murray St & West St,,440,Subscriber,1
8225,Broad St & Bridge St,E 27 St & 1 Ave,1900,Subscriber,1
496630,10 Ave & W 28 St,W 25 St & 6 Ave,482,Subscriber,2
278318,Sullivan St & Washington Sq,Broadway & W 24 St,606,Subscriber,1
145541,E 2 St & Avenue B,E 5 St & Avenue C,264,Subscriber,2
510063,E 17 St & Broadway,E 51 St & Lexington Ave,423,Subscriber,1
56755,W 20 St & 11 Ave,Broadway & W 32 St,603,Subscriber,1
563771,Mercer St & Spring St,Mercer St & Spring St,991,Subscriber,2
175883,Lexington Ave & E 29 St,Lexington Ave & E 29 St,707,Subscriber,1
258720,8 Ave & W 31 St N,Murray St & West St,1088,Subscriber,1
224949,E 16 St & 5 Ave,LaGuardia Pl & W 3 St,596,Subscriber,1
246474,Elizabeth St & Hester St,,468,Subscriber,2
253584,E 2 St & Avenue C,E 32 St & Park Ave,1096,Subscriber,1
202219,W 22 St & 8 Ave,W 37 St & 10 Ave,640,Subscriber,1
93174,W 45 St & 6 Ave (1),E 17 St & Broadway,750,Subscriber,1
452582,Columbia St & Rivington St,,835,Subscriber,1
418591,Broadway & W 51 St,E 47 St & 1 Ave,702,Subscriber,1
450739,W 22 St & 8 Ave,W 15 St & 7 Ave,1013,Subscriber,1
438058,Barrow St & Hudson St,Lawrence St & Willoughby St,822,Subscriber,1
288637,W 29 St & 9 Ave,E 53 St & Madison Ave,214,Subscriber,1
282028,Market St & Cherry St,South St & Whitehall St,606,Subscriber,1
315094,5 Ave & E 29 St,Central Park S & 6 Ave,935,Subscriber,1
438678,W 20 St & 8 Ave,W 49 St & 8 Ave,1196,Subscriber,1
323715,St Marks Pl & 1 Ave,E 17 St & Broadway,456,Subscriber,1
133468,W 20 St & 7 Ave,,198,Subscriber,1
133988,Mercer St & Bleecker St S,Maiden Ln & Pearl St,668,Subscriber,1
571693,E 9 St & Avenue C,E 33 St & 2 Ave,694,Subscriber,1
293104,E 11 St & 1 Ave,11 Ave & W 27 St,1355,Subscriber,1
101438,W 21 St & 6 Ave,9 Ave & W 14 St,1116,Subscriber,2
567296,Norfolk St & Broome St,E 24 St & Park Ave S,1226,Subscriber,1
252882,E 4 St & 2 Ave,W 27 St & 7 Ave,786,Subscriber,2
542995,W 29 St & 9 Ave,E 23 St & 1 Ave,1221,Subscriber,1
552936,Leonard St & Church St,W 21 St & 6 Ave,706,Subscriber,1
320702,John St & William St,Dean St & 4 Ave,1783,Subscriber,1
428341,W 20 St & 7 Ave,W 49 St & 8 Ave,941,Subscriber,2
470191,Broadway & W 60 St,W 13 St & 6 Ave,2304,Subscriber,1
449472,Pershing Square North,W 27 St & 7 Ave,1283,Subscriber,1
66704,Cumberland St & Lafayette Ave,Wythe Ave & Metropolitan Ave,1412,Subscriber,1
194871,E 31 St & 3 Ave,Suffolk St & Stanton St,1622,Subscriber,1
29512,Barclay St & Church St,E 9 St & Avenue C,1652,Subscriber,2
386520,Carmine St & 6 Ave,W 52 St & 9 Ave,1915,Subscriber,1
224844,6 Ave & Broome St,Barclay St & Church St,214,Subscriber,1
