,start station name,end station name,tripduration,usertype,gender
140776,Broad St & Bridge St,W 11 St & 6 Ave,1149,Subscriber,1
85392,Great Jones St,E 15 St & Irving Pl,333,Subscriber,1
222679,Bank St & Washington St,Warren St & Church St,757,Subscriber,1
38244,Greenwich Ave & Charles St,Broadway & W 29 St,1046,Subscriber,1
132268,E 31 St & 3 Ave,5 Ave & E 29 St,370,Subscriber,1
462517,Suffolk St & Stanton St,Harrison St & Hudson St,1185,Subscriber,1
470816,Bond St & Schermerhorn St,Carmine St & 6 Ave,1113,Subscriber,1
170818,Christopher St & Greenwich St,Greenwich St & W Houston St,307,Subscriber,2
554834,W 43 St & 10 Ave,E 11 St & 1 Ave,1286,Subscriber,1
511147,E 45 St & 3 Ave,1 Ave & E 18 St,647,Subscriber,1
254872,West Thames St,Franklin St & W Broadway,1222,Subscriber,2
465934,9 Ave & W 22 St,St Marks Pl & 1 Ave,956,Subscriber,1
243418,Greenwich St & W Houston St,E 10 St & 5 Ave,802,Subscriber,1
122882,Lexington Ave & E 29 St,Broadway & W 41 St,601,Subscriber,1
296147,W 52 St & 11 Ave,E 11 St & 1 Ave,808,Subscriber,2
7805,West Thames St,Broadway & Battery Pl,1159,Subscriber,2
9106,8 Ave & W 31 St N,W 37 St & 10 Ave,1470,Subscriber,1
233884,Henry St & Grand St,Cliff St & Fulton St,1057,Subscriber,1
127530,Mercer St & Spring St,Suffolk St & Stanton St,584,Subscriber,2
221623,E 58 St & 3 Ave,1 Ave & E 30 St,835,Subscriber,1
446012,Pershing Square South,W 25 St & 6 Ave,553,Subscriber,1
21448,1 Ave & E 16 St,E 15 St & Irving Pl,256,Subscriber,1
333806,Broadway & W 41 St,Greenwich St & Warren St,379,Subscriber,1
466240,Broadway & W 53 St,Broadway & W 60 St,274,Subscriber,1
443205,E 32 St & Park Ave,5 Ave & E 29 St,258,Subscriber,1
463239,E 20 St & 2 Ave,W 20 St & 11 Ave,243,Subscriber,2
1089,E 17 St & Broadway,W 20 St & 11 Ave,280,Subscriber,1
422737,Broadway & E 14 St,Lexington Ave & E 29 St,657,Subscriber,2
71103,E 17 St & Broadway,E 6 St & Avenue B,745,Subscriber,1
496637,Greenwich St & North Moore St,West St & Chambers St,203,Subscriber,1
239987,E 2 St & Avenue B,E 7 St & Avenue A,195,Subscriber,1
474262,Broadway & W 53 St,W 52 St & 5 Ave,466,Subscriber,1
270394,DeKalb Ave & Hudson Ave,Suffolk St & Stanton St,790,Subscriber,2
561260,West St & Chambers St,Franklin St & W Broadway,1419,Subscriber,1
345982,Bayard St & Baxter St,Madison St & Montgomery St,1504,Subscriber,1
542184,Front St & Washington St,FDR Drive & E 35 St,2135,Subscriber,1
126306,Great Jones St,10 Ave & W 28 St,162,Subscriber,2
367723,8 Ave & W 33 St,NYCBS Test,352,Subscriber,1
234977,11 Ave & W 27 St,Suffolk St & Stanton St,1165,Subscriber,1
416626,2 Ave & E 31 St,E 45 St & 3 Ave,529,Subscriber,1
166414,Market St & Cherry St,E 9 St & Avenue C,1508,Subscriber,1
232045,W 37 St & 5 Ave,E 13 St & Avenue A,977,Subscriber,1
131654,Clinton St & Grand St,E 15 St & 3 Ave,1680,Subscriber,2
443238,10 Ave & W 28 St,W Broadway & Spring St,1279,Subscriber,1
503867,E 48 St & Madison Ave,E 53 St & Lexington Ave,304,Subscriber,1
452272,W 27 St & 7 Ave,Warren St & Church St,616,Subscriber,1
532875,Warren St & Church St,Centre St & Chambers St,166,Subscriber,1
30913,Broadway & W 51 St,W 52 St & 9 Ave,221,Subscriber,1
559100,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,62,Subscriber,1
142144,E 2 St & Avenue C,W 22 St & 8 Ave,1025,Subscriber,1
325520,E 58 St & 3 Ave,Broadway & W 58 St,887,Subscriber,1
263968,Bialystoker Pl & Delancey St,E 43 St & Vanderbilt Ave,477,Subscriber,1
527743,MacDougal St & Prince St,Greenwich Ave & 8 Ave,649,Subscriber,1
223546,W 20 St & 7 Ave,W 33 St & 7 Ave,623,Subscriber,1
380774,John St & William St,W 20 St & 11 Ave,1441,Subscriber,1
342994,Carmine St & 6 Ave,Carmine St & 6 Ave,183,Subscriber,1
310557,Broadway & W 58 St,E 15 St & 3 Ave,1755,Subscriber,1
204593,W 52 St & 9 Ave,W 56 St & 6 Ave,550,Subscriber,1
418172,9 Ave & W 45 St,W 54 St & 9 Ave,422,Subscriber,2
139123,Bank St & Washington St,Christopher St & Greenwich St,186,Subscriber,1
576566,St Marks Pl & 1 Ave,E 5 St & Avenue C,280,Subscriber,1
323008,Pearl St & Hanover Square,E 17 St & Broadway,1692,Subscriber,1
61621,Shevchenko Pl & E 7 St,,468,Subscriber,1
266126,Washington Pl & Broadway,Mercer St & Spring St,412,Subscriber,1
340994,E 47 St & 2 Ave,E 56 St & 3 Ave,344,Subscriber,1
209686,Lexington Ave & E 29 St,6 Ave & W 33 St,583,Subscriber,1
438002,W 27 St & 7 Ave,E 39 St & 2 Ave,412,Subscriber,1
418551,W 13 St & 7 Ave,W Broadway & Spring St,728,Subscriber,1
494606,W 15 St & 7 Ave,W 11 St & 6 Ave,264,Subscriber,1
497799,1 Ave & E 16 St,Pershing Square North,996,Subscriber,1
363337,St James Pl & Oliver St,Bayard St & Baxter St,156,Subscriber,1
199548,W 20 St & 7 Ave,W 22 St & 8 Ave,206,Subscriber,1
279016,E 19 St & 3 Ave,NYCBS Depot - SSP,1392,Subscriber,1
442626,Washington St & Gansevoort St,Broadway & E 22 St,932,Subscriber,2
430238,W 54 St & 9 Ave,E 17 St & Broadway,1172,Subscriber,1
465595,Forsyth St & Broome St,Allen St & Rivington St,393,Subscriber,1
51607,Forsyth St & Canal St,E 51 St & Lexington Ave,999,Subscriber,1
267801,Pearl St & Anchorage Pl,Henry St & Atlantic Ave,739,Subscriber,1
500724,Cadman Plaza E & Tillary St,Front St & Washington St,238,Subscriber,1
292146,W 52 St & 11 Ave,Broadway & W 58 St,584,Subscriber,1
376870,Broadway & E 22 St,St Marks Pl & 2 Ave,579,Subscriber,1
432600,Lexington Ave & E 24 St,W 18 St & 6 Ave,589,Subscriber,1
455661,Norfolk St & Broome St,Lafayette St & Jersey St N,585,Subscriber,1
285693,W 4 St & 7 Ave S,St Marks Pl & 1 Ave,434,Subscriber,1
288447,Lafayette St & Jersey St N,E 31 St & 3 Ave,177,Subscriber,2
333103,Lexington Ave & E 29 St,W Broadway & Spring St,772,Subscriber,1
231585,W 20 St & 11 Ave,W 21 St & 6 Ave,405,Subscriber,1
170083,E 9 St & Avenue C,E 15 St & Irving Pl,588,Subscriber,1
50112,Hicks St & Montague St,W 17 St & 8 Ave,9861,Subscriber,1
283041,Broadway & W 56 St,Broadway & W 49 St,206,Subscriber,1
406021,Greenwich St & Warren St,Centre St & Chambers St,234,Subscriber,1
120594,Forsyth St & Canal St,Washington Pl & Broadway,556,Subscriber,1
43404,5 Ave & E 29 St,Broadway & W 24 St,202,Subscriber,1
89349,Pershing Square North,E 39 St & 3 Ave,427,Subscriber,2
200208,W 52 St & 9 Ave,E 53 St & Madison Ave,602,Subscriber,1
201097,Clinton St & Grand St,Suffolk St & Stanton St,377,Subscriber,2
521192,E 7 St & Avenue A,Lafayette St & E 8 St,515,Subscriber,1
305262,Cadman Plaza E & Red Cross Pl,E 53 St & Lexington Ave,1383,Subscriber,1
308649,5 Ave & E 29 St,Broadway & W 38 St,353,Subscriber,1
520950,W 26 St & 8 Ave,Pershing Square North,967,Subscriber,1
510185,John St & William St,Warren St & Church St,716,Subscriber,1
553731,Metropolitan Ave & Bedford Ave,Suffolk St & Stanton St,1133,Subscriber,1
44642,Barrow St & Hudson St,W 26 St & 8 Ave,1390,Subscriber,1
402960,E 45 St & 3 Ave,10 Ave & W 28 St,497,Subscriber,1
240771,E 2 St & Avenue C,Great Jones St,531,Subscriber,1
303009,Broadway & W 29 St,E 25 St & 1 Ave,1419,Subscriber,2
394493,Broadway & E 14 St,Carmine St & 6 Ave,400,Subscriber,1
43348,South St & Gouverneur Ln,W 14 St & The High Line,2388,Subscriber,1
338044,W 22 St & 10 Ave,W 24 St & 7 Ave,369,Subscriber,1
349074,W Broadway & Spring St,Bank St & Hudson St,1170,Subscriber,1
149459,W 43 St & 10 Ave,W 54 St & 9 Ave,491,Subscriber,1
109153,W 26 St & 8 Ave,MacDougal St & Prince St,861,Subscriber,1
223337,W 20 St & 11 Ave,W 21 St & 6 Ave,626,Subscriber,2
313294,W 13 St & 5 Ave,Lafayette St & E 8 St,261,Subscriber,1
445111,Broadway & W 56 St,W 44 St & 5 Ave,423,Subscriber,1
276073,St James Pl & Pearl St,Johnson St & Gold St,1128,Subscriber,1
480872,Fulton St & Broadway,Mercer St & Spring St,632,Subscriber,1
559446,E 2 St & Avenue C,E 11 St & 2 Ave,515,Subscriber,2
522377,E 9 St & Avenue C,E 9 St & Avenue C,2308,Subscriber,1
395196,W 56 St & 10 Ave,Clark St & Henry St,519,Subscriber,1
176308,W 56 St & 10 Ave,1 Ave & E 16 St,1922,Subscriber,1
425244,E 19 St & 3 Ave,FDR Drive & E 35 St,708,Subscriber,1
511218,W 37 St & 5 Ave,E 15 St & Irving Pl,726,Subscriber,1
65806,Washington St & Gansevoort St,Sullivan St & Washington Sq,674,Subscriber,1
436814,W 15 St & 7 Ave,W 4 St & 7 Ave S,258,Subscriber,1
409350,Lispenard St & Broadway,Canal St & Rutgers St,767,Subscriber,2
139617,W 52 St & 9 Ave,,185,Subscriber,1
310415,E 55 St & Lexington Ave,Centre St & Worth St,604,Subscriber,1
229658,E 53 St & Madison Ave,W 45 St & 6 Ave (1),482,Subscriber,2
122627,E 60 St & York Ave,W 49 St & 8 Ave,1781,Subscriber,1
112176,E 3 St & 1 Ave,E 17 St & Broadway,619,Subscriber,2
479007,E 31 St & 3 Ave,W 52 St & 9 Ave,1573,Subscriber,1
513740,11 Ave & W 59 St,Broadway & W 53 St,587,Subscriber,1
232679,Mercer St & Spring St,8 Ave & W 31 St N,846,Subscriber,1
451411,E 15 St & Irving Pl,W 52 St & 5 Ave,641,Subscriber,1
451723,Lafayette Ave & Fort Greene Pl,Broadway & W 24 St,2440,Subscriber,1
70049,Fulton St & Broadway,DeKalb Ave & Hudson Ave,825,Subscriber,1
4757,W 22 St & 8 Ave,6 Ave & Canal St,1183,Subscriber,1
365650,Broadway & W 58 St,W 16 St & The High Line,1126,Subscriber,1
398649,Pershing Square South,E 58 St & 3 Ave,361,Subscriber,1
232332,Laight St & Hudson St,W 11 St & 6 Ave,874,Subscriber,1
388085,Clinton St & Tillary St,E 2 St & Avenue B,554,Subscriber,1
146677,South End Ave & Liberty St,E 14 St & Avenue B,520,Subscriber,1
136708,E 17 St & Broadway,St Marks Pl & 2 Ave,488,Subscriber,2
316964,MacDougal St & Prince St,10 Ave & W 28 St,2035,Subscriber,1
417080,W 22 St & 10 Ave,E 16 St & 5 Ave,565,Subscriber,1
3222,W 11 St & 6 Ave,E 6 St & Avenue B,1108,Subscriber,1
122434,Clinton Ave & Myrtle Ave,,549,Subscriber,1
328451,1 Ave & E 44 St,E 56 St & 3 Ave,553,Subscriber,2
265139,W Broadway & Spring St,W 29 St & 9 Ave,2151,Subscriber,2
266401,10 Ave & W 28 St,W 13 St & 6 Ave,815,Subscriber,1
474430,Pershing Square South,E 33 St & 2 Ave,601,Subscriber,1
488327,Broad St & Bridge St,Stanton St & Chrystie St,999,Subscriber,1
428797,E 23 St & 1 Ave,1 Ave & E 16 St,342,Subscriber,1
75239,John St & William St,Clark St & Henry St,829,Subscriber,1
380784,E 15 St & Irving Pl,9 Ave & W 14 St,342,Subscriber,1
359991,Macon St & Nostrand Ave,Clinton Ave & Myrtle Ave,634,Subscriber,1
415287,E 10 St & Avenue A,Pearl St & Hanover Square,998,Subscriber,1
9302,Allen St & Rivington St,1 Ave & E 16 St,475,Subscriber,2
95252,Clinton Ave & Myrtle Ave,Lawrence St & Willoughby St,1195,Subscriber,2
544605,E 51 St & 1 Ave,2 Ave & E 31 St,787,Subscriber,1
469107,South St & Gouverneur Ln,Front St & Maiden Ln,1197,Subscriber,2
44584,Liberty St & Broadway,Ashland Pl & Hanson Pl,2316,Subscriber,1
431485,West Thames St,Sullivan St & Washington Sq,556,Subscriber,2
224703,10 Ave & W 28 St,W 56 St & 10 Ave,301,Subscriber,2
215857,W 47 St & 10 Ave,Lafayette Ave & St James Pl,1839,Subscriber,1
252932,Broadway & W 49 St,,955,Subscriber,1
161896,E 43 St & Vanderbilt Ave,W 45 St & 6 Ave (1),222,Subscriber,1
459010,E 56 St & 3 Ave,Pearl St & Anchorage Pl,960,Subscriber,1
249422,Lawrence St & Willoughby St,E 45 St & 3 Ave,1137,Subscriber,1
225483,6 Ave & Canal St,W 11 St & 6 Ave,396,Subscriber,1
482702,Centre St & Chambers St,Clinton St & Tillary St,933,Subscriber,1
447179,W 24 St & 7 Ave,W 16 St & The High Line,995,Subscriber,2
341362,Warren St & Church St,E 4 St & 2 Ave,800,Subscriber,1
124024,Carmine St & 6 Ave,W 13 St & 6 Ave,377,Subscriber,2
428150,W 20 St & 11 Ave,6 Ave & Canal St,510,Subscriber,1
502316,8 Ave & W 31 St N,9 Ave & W 18 St,389,Subscriber,1
413303,Pershing Square South,Broadway & W 56 St,842,Subscriber,1
44595,DeKalb Ave & Hudson Ave,W 22 St & 8 Ave,444,Subscriber,1
402569,W 37 St & 5 Ave,8 Ave & W 33 St,426,Subscriber,1
306014,Clinton St & Tillary St,W 49 St & 8 Ave,2441,Subscriber,1
403285,Barclay St & Church St,Washington St & Gansevoort St,2032,Subscriber,1
402801,E 17 St & Broadway,E 11 St & Broadway,423,Subscriber,1
115591,W 20 St & 8 Ave,,382,Subscriber,1
535510,E 6 St & Avenue B,Cleveland Pl & Spring St,740,Subscriber,1
530878,Broadway & E 14 St,E 39 St & 3 Ave,1472,Subscriber,1
287364,W 38 St & 8 Ave,W 27 St & 7 Ave,656,Subscriber,2
562864,E 39 St & 3 Ave,1 Ave & E 44 St,265,Subscriber,1
572128,Greenwich Ave & 8 Ave,Laight St & Hudson St,1016,Subscriber,2
542494,E 3 St & 1 Ave,Great Jones St,398,Subscriber,1
163817,Leonard St & Church St,,602,Subscriber,1
393175,Bank St & Washington St,W 17 St & 8 Ave,729,Subscriber,2
469637,E 7 St & Avenue A,E 20 St & 2 Ave,878,Subscriber,2
148027,Pershing Square South,9 Ave & W 22 St,749,Subscriber,1
444798,Broadway & W 41 St,11 Ave & W 27 St,602,Subscriber,1
511516,W 52 St & 9 Ave,8 Ave & W 31 St N,675,Subscriber,1
411274,W 11 St & 6 Ave,W 22 St & 10 Ave,596,Subscriber,2
266220,E 13 St & Avenue A,W 15 St & 7 Ave,800,Subscriber,1
547164,Bank St & Hudson St,E 17 St & Broadway,950,Subscriber,2
10243,W 25 St & 6 Ave,W 43 St & 6 Ave,447,Subscriber,2
256599,12 Ave & W 40 St,Lawrence St & Willoughby St,1264,Subscriber,1
57616,Pershing Square North,Broadway & W 41 St,454,Subscriber,1
509814,E 39 St & 2 Ave,E 43 St & Vanderbilt Ave,506,Subscriber,1
296970,E 47 St & 2 Ave,2 Ave & E 58 St,451,Subscriber,1
182887,Broadway & W 24 St,E 11 St & Broadway,541,Subscriber,1
222456,9 Ave & W 22 St,E 43 St & Vanderbilt Ave,1259,Subscriber,2
218013,Norfolk St & Broome St,Henry St & Grand St,221,Subscriber,1
538381,South St & Whitehall St,12 Ave & W 40 St,2433,Subscriber,2
56486,W 45 St & 6 Ave (1),8 Ave & W 31 St N,1079,Subscriber,2
239674,Clinton St & Grand St,11 Ave & W 41 St,269,Subscriber,1
194450,E 4 St & 2 Ave,E 2 St & Avenue C,634,Subscriber,2
120726,1 Ave & E 44 St,E 53 St & Lexington Ave,303,Subscriber,1
156305,Clark St & Henry St,W 56 St & 6 Ave,3751,Subscriber,1
511639,Cleveland Pl & Spring St,9 Ave & W 18 St,2360,Subscriber,1
233315,E 17 St & Broadway,E 27 St & 1 Ave,408,Subscriber,2
399225,W 37 St & 5 Ave,Howard St & Centre St,344,Subscriber,1
271434,Broadway & Battery Pl,Old Slip & Front St,959,Subscriber,1
67798,E 20 St & 2 Ave,Front St & Maiden Ln,1525,Subscriber,2
554890,Pershing Square South,Washington Square E,1428,Subscriber,1
158409,E 47 St & 2 Ave,William St & Pine St,1689,Subscriber,2
421735,Franklin St & W Broadway,E 20 St & Park Ave,935,Subscriber,2
308624,Great Jones St,MacDougal St & Prince St,356,Subscriber,1
269288,E 30 St & Park Ave S,Broadway & E 14 St,539,Subscriber,1
308763,Allen St & Rivington St,,596,Subscriber,1
178095,1 Ave & E 18 St,Greenwich St & Warren St,850,Subscriber,1
532700,Front St & Washington St,Gallatin Pl & Livingston St,707,Subscriber,2
238071,W Broadway & Spring St,W 16 St & The High Line,736,Subscriber,1
426098,Broadway & E 14 St,W 38 St & 8 Ave,209,Subscriber,1
541046,8 Ave & W 52 St,9 Ave & W 16 St,1029,Subscriber,1
545338,9 Ave & W 22 St,W 13 St & 7 Ave,298,Subscriber,1
121035,Washington Pl & Broadway,Harrison St & Hudson St,794,Subscriber,1
382904,William St & Pine St,Christopher St & Greenwich St,1555,Subscriber,1
491872,Market St & Cherry St,Ashland Pl & Hanson Pl,2116,Subscriber,1
406550,8 Ave & W 33 St,9 Ave & W 45 St,455,Subscriber,1
210554,West St & Chambers St,E 20 St & 2 Ave,2081,Subscriber,1
240568,2 Ave & E 58 St,1 Ave & E 30 St,520,Subscriber,2
303822,9 Ave & W 22 St,St Marks Pl & 1 Ave,387,Subscriber,1
467711,Rivington St & Chrystie St,Allen St & Rivington St,99,Subscriber,1
259313,Jay St & Tech Pl,Elizabeth St & Hester St,592,Subscriber,2
324799,Lafayette St & E 8 St,E 39 St & 2 Ave,767,Subscriber,1
50171,Barclay St & Church St,6 Ave & Canal St,443,Subscriber,1
558485,Lafayette Ave & St James Pl,Shevchenko Pl & E 7 St,1309,Subscriber,2
43727,Pearl St & Hanover Square,Maiden Ln & Pearl St,247,Subscriber,1
289747,W 13 St & 6 Ave,E 2 St & Avenue C,608,Subscriber,1
501614,Christopher St & Greenwich St,9 Ave & W 14 St,313,Subscriber,1
400937,E 12 St & 3 Ave,Greenwich Ave & 8 Ave,401,Subscriber,1
26102,E 2 St & 2 Ave,Lafayette St & E 8 St,260,Subscriber,1
298392,E 19 St & 3 Ave,W 22 St & 10 Ave,332,Subscriber,1
458767,1 Ave & E 44 St,Wythe Ave & Metropolitan Ave,1881,Subscriber,1
460020,1 Ave & E 16 St,W 42 St & 8 Ave,573,Subscriber,2
221192,3969.TEMP (Bike The Branches - Central Branch),Great Jones St,341,Subscriber,1
552339,E 2 St & Avenue C,E 20 St & Park Ave,759,Subscriber,1
499103,Vesey Pl & River Terrace,Old Slip & Front St,587,Subscriber,2
541114,E 45 St & 3 Ave,Broadway & E 22 St,1001,Subscriber,1
139363,E 5 St & Avenue C,Broadway & W 29 St,1565,Subscriber,2
66145,11 Ave & W 27 St,Centre St & Worth St,1643,Subscriber,2
293680,MacDougal St & Prince St,2 Ave & E 58 St,1490,Subscriber,1
166182,Lexington Ave & Classon Ave,Cadman Plaza W & Pierrepont St,1091,Subscriber,1
24229,Bond St & Schermerhorn St,Willoughby St & Fleet St,448,Subscriber,1
514602,10 Ave & W 28 St,Pershing Square South,781,Subscriber,1
302097,Lafayette St & E 8 St,E 7 St & Avenue A,535,Subscriber,2
542026,South St & Whitehall St,Cliff St & Fulton St,514,Subscriber,2
233485,Broadway & E 14 St,2 Ave & E 58 St,1119,Subscriber,1
494579,W 42 St & 8 Ave,W 14 St & The High Line,890,Subscriber,1
168394,W 17 St & 8 Ave,9 Ave & W 22 St,201,Subscriber,1
189478,Central Park S & 6 Ave,W 42 St & 8 Ave,3986,Subscriber,2
531901,W 24 St & 7 Ave,W 20 St & 8 Ave,492,Subscriber,1
74862,W 24 St & 7 Ave,E 24 St & Park Ave S,299,Subscriber,1
165116,Fulton St & Rockwell Pl,E 53 St & Lexington Ave,749,Subscriber,1
149345,E 33 St & 5 Ave,W 52 St & 11 Ave,476,Subscriber,2
154802,E 43 St & Vanderbilt Ave,8 Ave & W 33 St,557,Subscriber,1
337531,Barrow St & Hudson St,Mercer St & Bleecker St S,649,Subscriber,1
49881,Dean St & 4 Ave,Cadman Plaza W & Pierrepont St,772,Subscriber,2
293943,E 6 St & Avenue B,Mott St & Prince St,1258,Subscriber,1
240204,W 59 St & 10 Ave,Rivington St & Chrystie St,313,Subscriber,1
439844,Allen St & Hester St,Allen St & Stanton St,277,Subscriber,1
277062,Warren St & Church St,Market St & Cherry St,720,Subscriber,1
438400,E 2 St & 2 Ave,E 2 St & Avenue C,396,Subscriber,1
545345,Christopher St & Greenwich St,West St & Chambers St,669,Subscriber,2
34871,State St & Smith St,6 Ave & Canal St,1013,Subscriber,1
112616,Cliff St & Fulton St,Pearl St & Hanover Square,333,Subscriber,1
137906,W 11 St & 6 Ave,W 25 St & 6 Ave,505,Subscriber,1
439458,E 17 St & Broadway,5 Ave & E 29 St,527,Subscriber,1
505534,E 53 St & Madison Ave,Broadway & W 53 St,555,Subscriber,1
375704,Central Park S & 6 Ave,W 56 St & 6 Ave,1893,Subscriber,2
49510,Christopher St & Greenwich St,W 54 St & 9 Ave,1477,Subscriber,2
510040,W 14 St & The High Line,West Thames St,1422,Subscriber,2
570464,Cumberland St & Lafayette Ave,E 24 St & Park Ave S,585,Subscriber,2
336637,E 30 St & Park Ave S,Broadway & W 58 St,1255,Subscriber,1
487635,Maiden Ln & Pearl St,Pearl St & Hanover Square,127,Subscriber,1
334088,Broadway & W 49 St,Pearl St & Hanover Square,371,Subscriber,1
276310,Great Jones St,E 11 St & 1 Ave,535,Subscriber,1
484087,DeKalb Ave & Hudson Ave,Broadway & W 24 St,586,Subscriber,1
518398,Lafayette St & E 8 St,University Pl & E 14 St,365,Subscriber,1
429710,9 Ave & W 45 St,W 20 St & 7 Ave,663,Subscriber,1
249072,MacDougal St & Prince St,Great Jones St,470,Subscriber,1
269171,W 59 St & 10 Ave,Broadway & W 58 St,2276,Subscriber,1
565123,Broadway & E 22 St,St Marks Pl & 2 Ave,851,Subscriber,1
148272,Vesey Pl & River Terrace,Carmine St & 6 Ave,631,Subscriber,1
500817,E 2 St & Avenue C,Vesey Pl & River Terrace,356,Subscriber,1
302339,W 38 St & 8 Ave,E 12 St & 3 Ave,823,Subscriber,2
210540,Broadway & W 32 St,W 47 St & 10 Ave,1060,Subscriber,1
175887,Fulton St & Broadway,W 37 St & 10 Ave,548,Subscriber,1
306878,W 22 St & 8 Ave,1 Ave & E 44 St,1176,Subscriber,1
323215,W 18 St & 6 Ave,W 33 St & 7 Ave,493,Subscriber,1
192586,E 20 St & FDR Drive,6 Ave & Broome St,638,Subscriber,1
284205,Lafayette St & E 8 St,W 21 St & 6 Ave,529,Subscriber,1
167312,8 Ave & W 31 St N,9 Ave & W 45 St,2247,Subscriber,1
564672,Pershing Square North,11 Ave & W 59 St,1537,Subscriber,2
10977,W 15 St & 7 Ave,E 16 St & 5 Ave,471,Subscriber,1
417736,E 5 St & Avenue C,9 Ave & W 18 St,1125,Subscriber,1
489609,Pershing Square South,Broadway & W 58 St,2991,Subscriber,2
19051,Mott St & Prince St,Greenwich St & W Houston St,1922,Subscriber,2
337538,11 Ave & W 59 St,,1219,Subscriber,2
413663,W 39 St & 9 Ave,W 27 St & 7 Ave,387,Subscriber,1
72688,Broadway & W 29 St,W 33 St & 7 Ave,543,Subscriber,1
168009,Warren St & Church St,Vesey Pl & River Terrace,227,Subscriber,1
189401,Old Fulton St,Bond St & Schermerhorn St,906,Subscriber,1
516756,Washington Pl & Broadway,South St & Gouverneur Ln,1448,Subscriber,2
401015,E 3 St & 1 Ave,Lafayette St & E 8 St,305,Subscriber,2
231663,Broadway & W 58 St,E 20 St & FDR Drive,655,Subscriber,1
150970,Cumberland St & Lafayette Ave,Franklin Ave & Myrtle Ave,649,Subscriber,2
146255,W 27 St & 7 Ave,Warren St & Church St,1391,Subscriber,1
260921,Maiden Ln & Pearl St,Broad St & Bridge St,188,Subscriber,1
497806,W 25 St & 6 Ave,E 30 St & Park Ave S,464,Subscriber,1
90232,W 59 St & 10 Ave,W 59 St & 10 Ave,64,Subscriber,2
61101,West St & Chambers St,Christopher St & Greenwich St,636,Subscriber,2
286148,Pearl St & Anchorage Pl,West Thames St,719,Subscriber,1
517737,W 33 St & 7 Ave,Stanton St & Chrystie St,1651,Subscriber,1
163339,Washington Pl & Broadway,MacDougal St & Prince St,261,Subscriber,1
369809,Allen St & Rivington St,W 37 St & 5 Ave,269,Subscriber,1
233398,E 11 St & 1 Ave,MacDougal St & Prince St,1491,Subscriber,1
143161,Bayard St & Baxter St,E 23 St & 1 Ave,1027,Subscriber,2
224006,Hicks St & Montague St,11 Ave & W 27 St,138,Subscriber,0
254861,E 13 St & Avenue A,W 21 St & 6 Ave,1157,Subscriber,2
508234,9 Ave & W 18 St,W 27 St & 7 Ave,373,Subscriber,1
186879,Hudson St & Reade St,6 Ave & Broome St,152,Subscriber,1
34455,W 22 St & 8 Ave,E 43 St & Vanderbilt Ave,1167,Subscriber,2
554808,Lexington Ave & Classon Ave,E 60 St & York Ave,828,Subscriber,1
34322,St James Pl & Oliver St,Howard St & Centre St,1365,Subscriber,2
283821,W 4 St & 7 Ave S,W 20 St & 11 Ave,983,Subscriber,2
29745,Greenwich St & W Houston St,Broadway & Battery Pl,1077,Subscriber,1
55396,W 43 St & 6 Ave,Fulton St & Rockwell Pl,338,Subscriber,1
558642,Washington Ave & Greene Ave,Washington Ave & Greene Ave,1789,Subscriber,2
530441,S Portland Ave & Hanson Pl,Mott St & Prince St,1885,Subscriber,1
349641,E 2 St & Avenue B,Forsyth St & Broome St,1254,Subscriber,2
428551,Columbia Heights & Cranberry St,E 2 St & Avenue B,329,Subscriber,2
130998,1 Ave & E 18 St,Lafayette St & E 8 St,512,Subscriber,2
337007,Cleveland Pl & Spring St,Allen St & Hester St,597,Subscriber,1
211615,9 Ave & W 22 St,Sullivan St & Washington Sq,553,Subscriber,1
523048,Canal St & Rutgers St,E 2 St & 2 Ave,501,Subscriber,1
330539,W 20 St & 11 Ave,West Thames St,1582,Subscriber,2
271827,E 30 St & Park Ave S,E 30 St & Park Ave S,1403,Subscriber,1
458745,E 43 St & Vanderbilt Ave,E 24 St & Park Ave S,675,Subscriber,1
453326,Lafayette Ave & Classon Ave,Fulton St & Grand Ave,307,Subscriber,1
462124,Pearl St & Anchorage Pl,Cadman Plaza West & Montague St,385,Subscriber,1
75013,8 Ave & W 31 St N,Broadway & E 14 St,984,Subscriber,1
292856,Broadway & W 32 St,Centre St & Chambers St,1513,Subscriber,1
437077,E 24 St & Park Ave S,E 5 St & Avenue C,287,Subscriber,1
469848,9 Ave & W 45 St,Lexington Ave & E 29 St,1223,Subscriber,1
521452,E 24 St & Park Ave S,S 3 St & Bedford Ave,1454,Subscriber,2
238143,Broadway & W 24 St,E 17 St & Broadway,263,Subscriber,1
572225,Broadway & W 24 St,Washington Square E,835,Subscriber,1
297851,E 2 St & Avenue B,E 39 St & 2 Ave,1034,Subscriber,1
439480,8 Ave & W 33 St,W 52 St & 9 Ave,439,Subscriber,1
240369,Allen St & Rivington St,Allen St & Rivington St,1971,Subscriber,1
414233,E 31 St & 3 Ave,Reade St & Broadway,1715,Subscriber,2
548391,W 56 St & 6 Ave,E 58 St & 3 Ave,514,Subscriber,1
124857,W 25 St & 6 Ave,W 11 St & 6 Ave,681,Subscriber,1
505053,E 53 St & Madison Ave,,435,Subscriber,1
42313,8 Ave & W 31 St N,W 20 St & 11 Ave,372,Subscriber,1
