,start station name,end station name,tripduration,usertype,gender
478497,St Marks Pl & 2 Ave,Metropolitan Ave & Bedford Ave,431,Subscriber,1
107629,Lawrence St & Willoughby St,Broadway & E 14 St,378,Subscriber,1
308721,Bank St & Washington St,Pearl St & Hanover Square,1158,Subscriber,1
457483,William St & Pine St,South St & Gouverneur Ln,290,Subscriber,1
257848,W 22 St & 10 Ave,E 31 St & 3 Ave,743,Subscriber,1
373576,W 56 St & 10 Ave,Sullivan St & Washington Sq,220,Subscriber,1
56711,E 48 St & Madison Ave,E 51 St & 1 Ave,753,Subscriber,1
50199,W 15 St & 7 Ave,E 17 St & Broadway,634,Subscriber,1
376063,E 39 St & 3 Ave,W 56 St & 6 Ave,1343,Subscriber,1
507303,9 Ave & W 45 St,9 Ave & W 22 St,713,Subscriber,1
325102,Elizabeth St & Hester St,Cliff St & Fulton St,607,Subscriber,1
429739,William St & Pine St,Sullivan St & Washington Sq,1163,Subscriber,2
108181,Forsyth St & Broome St,1 Ave & E 18 St,1036,Subscriber,1
494179,Washington Square E,E 20 St & 2 Ave,530,Subscriber,2
516580,Grand Army Plaza & Central Park S,Broadway & W 36 St,831,Subscriber,1
410541,Front St & Washington St,Columbia Heights & Cranberry St,222,Subscriber,1
307176,Pershing Square North,,964,Subscriber,1
514570,W 41 St & 8 Ave,W 54 St & 9 Ave,436,Subscriber,1
472581,Central Park S & 6 Ave,E 48 St & Madison Ave,390,Subscriber,1
307447,E 17 St & Broadway,Broadway & E 22 St,165,Subscriber,1
422065,E 47 St & 2 Ave,E 47 St & 2 Ave,107,Subscriber,1
33507,Cumberland St & Lafayette Ave,Warren St & Church St,1500,Subscriber,1
189831,Forsyth St & Canal St,York St & Jay St,685,Subscriber,2
285666,Greenwich St & North Moore St,Murray St & West St,360,Subscriber,1
535887,State St & Smith St,Hancock St & Bedford Ave,1492,Subscriber,1
408432,Greenwich St & North Moore St,Cliff St & Fulton St,550,Subscriber,1
224569,E 5 St & Avenue C,Clinton St & Grand St,382,Subscriber,1
471832,W 41 St & 8 Ave,W 52 St & 5 Ave,450,Subscriber,1
91528,E 20 St & 2 Ave,Hicks St & Montague St,478,Subscriber,1
404122,Front St & Maiden Ln,E 19 St & 3 Ave,1471,Subscriber,1
503397,Henry St & Atlantic Ave,Atlantic Ave & Fort Greene Pl,840,Subscriber,1
115821,Lafayette Ave & Fort Greene Pl,Shevchenko Pl & E 7 St,266,Subscriber,1
519221,Cliff St & Fulton St,Stanton St & Mangin St,953,Subscriber,1
309764,Lafayette St & E 8 St,Lexington Ave & E 24 St,613,Subscriber,1
212597,W Broadway & Spring St,Hudson St & Reade St,610,Subscriber,1
297231,W 24 St & 7 Ave,Watts St & Greenwich St,985,Subscriber,1
439335,Pearl St & Hanover Square,Maiden Ln & Pearl St,154,Subscriber,1
420375,E 15 St & Irving Pl,W 49 St & 8 Ave,1820,Subscriber,1
387361,Avenue D & E 8 St,Stanton St & Chrystie St,927,Subscriber,1
200913,Forsyth St & Canal St,Forsyth St & Canal St,1466,Subscriber,1
446509,E 30 St & Park Ave S,W 46 St & 11 Ave,2281,Subscriber,1
749,E 4 St & 2 Ave,E 17 St & Broadway,349,Subscriber,1
153473,Mercer St & Spring St,Clinton Ave & Myrtle Ave,859,Subscriber,2
464523,Columbia Heights & Cranberry St,Cadman Plaza West & Montague St,1467,Subscriber,2
516905,E 58 St & 3 Ave,E 7 St & Avenue A,512,Subscriber,1
487283,Bayard St & Baxter St,6 Ave & Broome St,368,Subscriber,1
295594,Pershing Square North,Clinton St & Grand St,752,Subscriber,1
462551,E 3 St & 1 Ave,E 24 St & Park Ave S,732,Subscriber,1
362121,2 Ave & E 58 St,E 4 St & 2 Ave,1224,Subscriber,1
315406,Christopher St & Greenwich St,Mercer St & Bleecker St S,446,Subscriber,1
496032,Market St & Cherry St,Bond St & Schermerhorn St,2678,Subscriber,1
124934,Broadway & W 24 St,W 37 St & 10 Ave,806,Subscriber,1
450580,E 58 St & 3 Ave,Broadway & E 22 St,1671,Subscriber,1
278354,West Thames St,Greenwich St & Warren St,565,Subscriber,1
41709,Dean St & 4 Ave,Duane St & Greenwich St,460,Subscriber,1
451122,Broadway & Battery Pl,Spruce St & Nassau St,477,Subscriber,1
13349,Atlantic Ave & Furman St,E 2 St & Avenue B,1948,Subscriber,1
225200,W 21 St & 6 Ave,W 44 St & 5 Ave,830,Subscriber,1
120085,Lexington Ave & Classon Ave,Grand St & Havemeyer St,1100,Subscriber,1
312193,11 Ave & W 41 St,Allen St & Hester St,624,Subscriber,1
266089,Washington Pl & Broadway,Leonard St & Church St,660,Subscriber,1
412011,2 Ave & E 31 St,W 39 St & 9 Ave,1735,Subscriber,1
515414,Front St & Washington St,Ashland Pl & Hanson Pl,757,Subscriber,1
394511,Vesey Pl & River Terrace,Centre St & Worth St,669,Subscriber,1
280277,University Pl & E 14 St,6 Ave & Canal St,759,Subscriber,1
491914,W 39 St & 9 Ave,W 17 St & 8 Ave,1269,Subscriber,1
181595,W 37 St & 5 Ave,6 Ave & Broome St,1799,Subscriber,2
431666,Broadway & E 22 St,W 41 St & 8 Ave,704,Subscriber,1
131954,Allen St & Stanton St,8 Ave & W 52 St,317,Subscriber,2
314368,E 11 St & Broadway,E 33 St & 5 Ave,587,Subscriber,1
148290,6 Ave & Canal St,Gallatin Pl & Livingston St,2467,Subscriber,1
437658,E 40 St & 5 Ave,W 56 St & 6 Ave,487,Subscriber,1
500312,Greenwich Ave & 8 Ave,W 37 St & 10 Ave,728,Subscriber,2
272571,Great Jones St,University Pl & E 14 St,543,Subscriber,1
414044,W 20 St & 11 Ave,W 20 St & 11 Ave,202,Subscriber,1
433961,E 33 St & 2 Ave,State St & Smith St,1835,Subscriber,1
171753,W 42 St & 8 Ave,,944,Subscriber,1
434773,Water - Whitehall Plaza,Grand St & Havemeyer St,1270,Subscriber,1
288111,W 15 St & 7 Ave,9 Ave & W 16 St,243,Subscriber,1
525926,Henry St & Atlantic Ave,Dean St & 4 Ave,857,Subscriber,2
500306,8 Ave & W 52 St,Broadway & W 38 St,367,Subscriber,1
572382,E 31 St & 3 Ave,9 Ave & W 16 St,1161,Subscriber,2
451195,Broadway & W 24 St,E 17 St & Broadway,460,Subscriber,1
392492,W 22 St & 8 Ave,W 51 St & 6 Ave,893,Subscriber,1
473731,Washington Park,Shevchenko Pl & E 7 St,260,Subscriber,2
489523,Duane St & Greenwich St,Lafayette St & E 8 St,1375,Subscriber,2
244539,DeKalb Ave & S Portland Ave,DeKalb Ave & Hudson Ave,243,Subscriber,1
514890,MacDougal St & Prince St,2 Ave & E 58 St,1501,Subscriber,1
318841,W 4 St & 7 Ave S,Bialystoker Pl & Delancey St,292,Subscriber,1
144964,E 52 St & 2 Ave,Broadway & W 58 St,818,Subscriber,1
344748,Broadway & E 22 St,Hicks St & Montague St,809,Subscriber,1
385606,Central Park S & 6 Ave,W 4 St & 7 Ave S,1529,Subscriber,1
151885,Broadway & W 24 St,E 32 St & Park Ave,510,Subscriber,2
332600,Cleveland Pl & Spring St,Mercer St & Bleecker St S,195,Subscriber,1
160874,E 9 St & Avenue C,W 17 St & 8 Ave,826,Subscriber,1
159575,Broadway & W 60 St,Clinton Ave & Flushing Ave,380,Subscriber,0
52725,Broadway & W 56 St,W 37 St & 5 Ave,876,Subscriber,1
260356,W 42 St & 8 Ave,E 25 St & 2 Ave,1565,Subscriber,1
127290,E 25 St & 2 Ave,W 25 St & 6 Ave,595,Subscriber,1
219113,Fulton St & Washington Ave,Dean St & 4 Ave,477,Subscriber,1
232616,Broadway & W 58 St,Murray St & West St,1996,Subscriber,1
245023,Pershing Square South,E 47 St & Park Ave,911,Subscriber,1
220494,8 Ave & W 33 St,W 46 St & 11 Ave,437,Subscriber,1
77366,Duane St & Greenwich St,West Thames St,697,Subscriber,1
276770,Broadway & W 41 St,E 17 St & Broadway,557,Subscriber,1
119445,Mercer St & Spring St,Leonard St & Church St,526,Subscriber,1
464696,S 5 Pl & S 5 St,S 5 Pl & S 5 St,1516,Subscriber,1
494999,8 Ave & W 31 St N,Franklin St & W Broadway,1174,Subscriber,2
308329,E 20 St & Park Ave,Pershing Square North,603,Subscriber,2
300399,Bayard St & Baxter St,Franklin St & W Broadway,516,Subscriber,1
509904,W 51 St & 6 Ave,Forsyth St & Canal St,3024,Subscriber,2
170274,W 52 St & 9 Ave,Broadway & W 36 St,423,Subscriber,1
574213,Franklin St & W Broadway,Watts St & Greenwich St,1106,Subscriber,2
99023,E 39 St & 2 Ave,E 15 St & Irving Pl,737,Subscriber,2
493264,E 2 St & Avenue B,Metropolitan Ave & Bedford Ave,1582,Subscriber,2
482090,11 Ave & W 59 St,E 15 St & Irving Pl,1410,Subscriber,2
565550,W 33 St & 7 Ave,Broadway & W 32 St,384,Subscriber,1
161557,Broadway & E 22 St,E 10 St & 5 Ave,343,Subscriber,1
121298,Pershing Square South,W 21 St & 6 Ave,670,Subscriber,1
297907,8 Ave & W 33 St,University Pl & E 14 St,832,Subscriber,1
35407,Clinton St & Joralemon St,W 22 St & 10 Ave,2213,Subscriber,1
266126,Washington Pl & Broadway,Mercer St & Spring St,412,Subscriber,1
253860,Barrow St & Hudson St,MacDougal St & Prince St,1467,Subscriber,1
39350,Ashland Pl & Hanson Pl,State St & Smith St,422,Subscriber,1
35628,W 20 St & 11 Ave,,1105,Subscriber,2
512369,Broadway & W 60 St,E 58 St & 3 Ave,2245,Subscriber,1
220744,E 24 St & Park Ave S,Broadway & W 51 St,521,Subscriber,1
302471,Pearl St & Anchorage Pl,E 20 St & Park Ave,175,Subscriber,1
133940,Willoughby Ave & Hall St,DeKalb Ave & Hudson Ave,455,Subscriber,1
257754,W Broadway & Spring St,NYCBS Depot - SSP,509,Subscriber,2
65542,E 43 St & Vanderbilt Ave,9 Ave & W 16 St,1143,Subscriber,1
119225,W 20 St & 11 Ave,Allen St & Hester St,1268,Subscriber,1
174654,W 22 St & 8 Ave,Lispenard St & Broadway,1256,Subscriber,1
130665,Mott St & Prince St,E 17 St & Broadway,1860,Subscriber,1
292670,1 Ave & E 16 St,Christopher St & Greenwich St,975,Subscriber,1
58086,E 17 St & Broadway,E 11 St & 1 Ave,548,Subscriber,1
306265,Henry St & Atlantic Ave,,465,Subscriber,2
500430,Stanton St & Mangin St,E 47 St & Park Ave,929,Subscriber,1
568903,E 15 St & Irving Pl,St Marks Pl & 2 Ave,422,Subscriber,1
264437,2 Ave & E 31 St,E 23 St & 1 Ave,347,Subscriber,2
294915,W 33 St & 7 Ave,E 17 St & Broadway,532,Subscriber,1
62680,W 11 St & 6 Ave,Dean St & 4 Ave,441,Subscriber,1
99715,Christopher St & Greenwich St,Mercer St & Bleecker St S,472,Subscriber,1
288552,Lawrence St & Willoughby St,Ashland Pl & Hanson Pl,490,Subscriber,1
213521,Front St & Washington St,Concord St & Bridge St,392,Subscriber,1
377764,Old Fulton St,Atlantic Ave & Furman St,2091,Subscriber,1
310940,W 21 St & 6 Ave,9 Ave & W 18 St,296,Subscriber,1
478458,Shevchenko Pl & E 7 St,Johnson St & Gold St,181,Subscriber,1
516363,W 20 St & 8 Ave,Lexington Ave & E 24 St,682,Subscriber,1
514329,Howard St & Centre St,Sullivan St & Washington Sq,843,Subscriber,1
314728,Monroe St & Classon Ave,S Portland Ave & Hanson Pl,498,Subscriber,2
221663,Adelphi St & Myrtle Ave,Willoughby St & Fleet St,257,Subscriber,1
317414,1 Ave & E 44 St,Pearl St & Anchorage Pl,598,Subscriber,1
261370,E 7 St & Avenue A,Washington Pl & 6 Ave,444,Subscriber,1
89517,Duane St & Greenwich St,Broadway & Battery Pl,1248,Subscriber,2
307567,MacDougal St & Prince St,Broadway & W 41 St,880,Subscriber,1
133105,W 43 St & 6 Ave,W 52 St & 5 Ave,21805,Subscriber,1
76241,Mott St & Prince St,Christopher St & Greenwich St,809,Subscriber,1
294345,W 21 St & 6 Ave,Barrow St & Hudson St,5644,Subscriber,2
121787,E 39 St & 2 Ave,E 51 St & Lexington Ave,617,Subscriber,1
407960,Front St & Maiden Ln,Fulton St & William St,251,Subscriber,1
187596,9 Ave & W 22 St,Perry St & Bleecker St,423,Subscriber,1
61205,Lexington Ave & E 29 St,W 22 St & 10 Ave,1055,Subscriber,1
399948,E 43 St & Vanderbilt Ave,W 45 St & 6 Ave (1),576,Subscriber,1
75915,E 10 St & Avenue A,E 6 St & Avenue B,205,Subscriber,1
194259,1 Ave & E 30 St,,932,Subscriber,1
239252,Lafayette Ave & Fort Greene Pl,Hancock St & Bedford Ave,790,Subscriber,1
365942,St Marks Pl & 1 Ave,Mercer St & Bleecker St S,355,Subscriber,1
401267,Lawrence St & Willoughby St,Hicks St & Montague St,292,Subscriber,1
324161,West Thames St,DeKalb Ave & Hudson Ave,618,Subscriber,1
503393,W 24 St & 7 Ave,9 Ave & W 22 St,452,Subscriber,2
266718,Madison St & Clinton St,E 47 St & 1 Ave,1587,Subscriber,1
99619,Norfolk St & Broome St,Mercer St & Spring St,818,Subscriber,1
49597,Madison St & Clinton St,Maiden Ln & Pearl St,519,Subscriber,1
158393,9 Ave & W 16 St,West St & Chambers St,611,Subscriber,1
411360,West Thames St,W 29 St & 9 Ave,2063,Subscriber,2
287975,S 5 Pl & S 5 St,Maiden Ln & Pearl St,578,Subscriber,1
222146,W 59 St & 10 Ave,Warren St & Church St,1803,Subscriber,1
435106,West Thames St,Bus Slip & State St,507,Subscriber,1
162035,Broadway & E 22 St,Broadway & W 58 St,1461,Subscriber,1
374768,Mercer St & Spring St,Murray St & West St,1640,Subscriber,2
274061,University Pl & E 14 St,Clark St & Henry St,465,Subscriber,1
121803,E 25 St & 2 Ave,W 52 St & 5 Ave,919,Subscriber,1
571025,Franklin St & W Broadway,Bank St & Hudson St,647,Subscriber,1
572009,Columbia Heights & Cranberry St,Cadman Plaza West & Montague St,442,Subscriber,2
260250,6 Ave & W 33 St,9 Ave & W 22 St,540,Subscriber,2
250576,E 17 St & Broadway,E 24 St & Park Ave S,343,Subscriber,1
423964,Reade St & Broadway,Bayard St & Baxter St,628,Subscriber,1
503580,Broadway & W 51 St,E 53 St & Madison Ave,419,Subscriber,1
488380,Pershing Square North,W 11 St & 6 Ave,1384,Subscriber,2
546003,Pike St & E Broadway,John St & William St,998,Subscriber,1
122303,12 Ave & W 40 St,West Thames St,1989,Subscriber,1
405234,Cumberland St & Lafayette Ave,E 56 St & Madison Ave,1390,Subscriber,1
336293,E 20 St & 2 Ave,2 Ave & E 31 St,455,Subscriber,1
31573,Lexington Ave & Classon Ave,Clinton Ave & Myrtle Ave,348,Subscriber,1
394927,State St & Smith St,Cadman Plaza W & Pierrepont St,219,Subscriber,2
48261,E 15 St & Irving Pl,W 41 St & 8 Ave,98937,Subscriber,2
466052,Allen St & Rivington St,Broadway & W 24 St,1077,Subscriber,1
459966,Columbia Heights & Cranberry St,Clinton St & Joralemon St,337,Subscriber,2
197344,W 45 St & 6 Ave (1),Broadway & W 24 St,450,Subscriber,1
477496,W 59 St & 10 Ave,W 37 St & 5 Ave,1611,Subscriber,1
173688,2 Ave & E 31 St,MacDougal St & Prince St,491,Subscriber,2
72768,8 Ave & W 33 St,E 53 St & Madison Ave,1334,Subscriber,1
388701,8 Ave & W 33 St,Broadway & W 36 St,398,Subscriber,1
27738,Broadway & E 14 St,11 Ave & W 59 St,1430,Subscriber,2
167342,Leonard St & Church St,Barclay St & Church St,268,Subscriber,1
491589,W 29 St & 9 Ave,W 29 St & 9 Ave,1098,Subscriber,1
451603,W 20 St & 8 Ave,W 20 St & 11 Ave,522,Subscriber,1
465956,Cleveland Pl & Spring St,LaGuardia Pl & W 3 St,389,Subscriber,1
249102,W 41 St & 8 Ave,Broadway & W 56 St,690,Subscriber,1
429986,Clermont Ave & Park Ave,Clermont Ave & Park Ave,66,Subscriber,1
558110,Central Park S & 6 Ave,Jay St & Tech Pl,782,Subscriber,2
337922,E 14 St & Avenue B,Centre St & Worth St,2355,Subscriber,2
534908,W 20 St & 8 Ave,,440,Subscriber,1
495269,West Thames St,E 6 St & Avenue D,778,Subscriber,1
31336,E 12 St & 3 Ave,E 2 St & 2 Ave,1364,Subscriber,2
558215,E 15 St & 3 Ave,Broad St & Bridge St,1519,Subscriber,1
215024,Allen St & Hester St,Front St & Maiden Ln,739,Subscriber,2
430590,E 25 St & 2 Ave,1 Ave & E 30 St,240,Subscriber,1
475302,E 6 St & Avenue D,E 23 St & 1 Ave,605,Subscriber,2
537241,Cleveland Pl & Spring St,Suffolk St & Stanton St,554,Subscriber,2
245082,W 37 St & 10 Ave,11 Ave & W 59 St,552,Subscriber,1
492253,Lefferts Pl & Franklin Ave,W Broadway & Spring St,447,Subscriber,1
287016,6 Ave & Canal St,Mercer St & Spring St,346,Subscriber,1
402984,W 44 St & 5 Ave,Lexington Ave & E 24 St,556,Subscriber,1
545626,6 Ave & Broome St,Broadway & Battery Pl,1354,Subscriber,2
423472,Broadway & E 14 St,E 31 St & 3 Ave,563,Subscriber,1
569526,E 47 St & 1 Ave,W 24 St & 7 Ave,1414,Subscriber,2
375654,St Marks Pl & 2 Ave,St Marks Pl & 2 Ave,213,Subscriber,1
420116,Macon St & Nostrand Ave,Washington Pl & Broadway,2145,Subscriber,1
42099,Centre St & Worth St,LaGuardia Pl & W 3 St,831,Subscriber,1
573407,Liberty St & Broadway,Liberty St & Broadway,735,Subscriber,1
550457,Canal St & Rutgers St,Bialystoker Pl & Delancey St,250,Subscriber,1
564579,St James Pl & Oliver St,Allen St & Stanton St,738,Subscriber,1
435686,1 Ave & E 18 St,Columbia St & Rivington St,637,Subscriber,2
214193,1 Ave & E 44 St,W 16 St & The High Line,1295,Subscriber,1
437595,MacDougal St & Prince St,E 6 St & Avenue D,1308,Subscriber,1
528206,E 20 St & FDR Drive,9 Ave & W 45 St,1207,Subscriber,1
498653,E 9 St & Avenue C,Hicks St & Montague St,377,Subscriber,1
30790,E 12 St & 3 Ave,E 7 St & Avenue A,523,Subscriber,1
454392,Howard St & Centre St,Hudson St & Reade St,290,Subscriber,1
156819,E 12 St & 3 Ave,E 13 St & Avenue A,1084,Subscriber,1
314738,Broadway & W 56 St,Franklin St & W Broadway,1757,Subscriber,2
284858,W 45 St & 6 Ave (1),9 Ave & W 45 St,258,Subscriber,2
450651,Christopher St & Greenwich St,9 Ave & W 14 St,415,Subscriber,1
150601,Laight St & Hudson St,W 39 St & 9 Ave,398,Subscriber,1
228078,E 48 St & Madison Ave,E 51 St & 1 Ave,560,Subscriber,1
131565,Perry St & Bleecker St,Broadway & E 22 St,346,Subscriber,2
288551,E 23 St & 1 Ave,8 Ave & W 33 St,805,Subscriber,1
446122,NYCBS Depot - DEL,W 51 St & 6 Ave,694,Subscriber,1
133290,E 11 St & 2 Ave,9 Ave & W 22 St,196,Subscriber,1
303442,W 37 St & 10 Ave,NYCBS Depot - FAR,1503,Subscriber,1
304559,W 20 St & 11 Ave,E 5 St & Avenue C,492,Subscriber,1
426159,E 4 St & 2 Ave,E 5 St & Avenue C,284,Subscriber,1
3911,Clinton St & Grand St,W 31 St & 7 Ave,202,Subscriber,1
331056,Great Jones St,W 20 St & 7 Ave,907,Subscriber,1
126266,Broadway & W 32 St,E 31 St & 3 Ave,496,Subscriber,1
204492,Broadway & E 14 St,Mott St & Prince St,782,Subscriber,1
232909,Broadway & E 14 St,Pershing Square North,1066,Subscriber,1
143757,Howard St & Centre St,Forsyth St & Canal St,550,Subscriber,1
41877,E 51 St & Lexington Ave,W 59 St & 10 Ave,14149,Subscriber,1
275096,Broadway & W 38 St,Pershing Square South,267,Subscriber,2
477259,3 Ave & Schermerhorn St,1 Ave & E 30 St,933,Subscriber,1
448185,W 18 St & 6 Ave,E 32 St & Park Ave,306,Subscriber,1
4283,E 6 St & Avenue B,Allen St & Stanton St,1158,Subscriber,1
247183,Carmine St & 6 Ave,MacDougal St & Washington Sq,338,Subscriber,1
31393,Greenwich St & W Houston St,Pike St & Monroe St,1653,Subscriber,1
10659,Front St & Washington St,Wythe Ave & Metropolitan Ave,1283,Subscriber,2
376543,E 20 St & FDR Drive,University Pl & E 14 St,1048,Subscriber,2
473253,Hicks St & Montague St,E 25 St & 1 Ave,500,Subscriber,1
298920,W 52 St & 11 Ave,W 33 St & 7 Ave,998,Subscriber,1
68719,9 Ave & W 14 St,9 Ave & W 16 St,1633,Subscriber,2
466694,W 15 St & 7 Ave,E 24 St & Park Ave S,606,Subscriber,1
108056,Hudson St & Reade St,Maiden Ln & Pearl St,1539,Subscriber,2
163167,E 47 St & 2 Ave,E 30 St & Park Ave S,519,Subscriber,1
174360,W 54 St & 9 Ave,W 13 St & 5 Ave,1294,Subscriber,1
472780,MacDougal St & Prince St,Bank St & Hudson St,475,Subscriber,1
150787,Washington Ave & Greene Ave,Lafayette Ave & Fort Greene Pl,339,Subscriber,1
125891,Washington Ave & Park Ave,Clermont Ave & Park Ave,196,Subscriber,0
355693,Old Fulton St,Old Fulton St,109,Subscriber,2
308274,Henry St & Grand St,Broadway & W 37 St,1872,Subscriber,2
224950,Barrow St & Hudson St,W 51 St & 6 Ave,1939,Subscriber,1
412518,Sullivan St & Washington Sq,Sullivan St & Washington Sq,1419,Subscriber,1
360882,West St & Chambers St,Broadway & Battery Pl,1828,Subscriber,1
415078,Suffolk St & Stanton St,Kent Ave & S 11 St,1334,Subscriber,2
426152,E 39 St & 3 Ave,E 56 St & Madison Ave,2400,Subscriber,1
230011,W 51 St & 6 Ave,E 43 St & Vanderbilt Ave,514,Subscriber,1
508601,S 5 Pl & S 5 St,Wythe Ave & Metropolitan Ave,2280,Subscriber,1
543467,Division St & Bowery,E 25 St & 1 Ave,1258,Subscriber,1
56734,Willoughby Ave & Hall St,Willoughby St & Fleet St,501,Subscriber,2
492451,Washington Square E,Bank St & Hudson St,734,Subscriber,1
550178,Mott St & Prince St,E 4 St & 2 Ave,409,Subscriber,1
553588,Washington St & Gansevoort St,Perry St & Bleecker St,395,Subscriber,1
305006,DeKalb Ave & S Portland Ave,Shevchenko Pl & E 7 St,164,Subscriber,1
216914,8 Ave & W 33 St,W 13 St & 7 Ave,713,Subscriber,1
215382,W 22 St & 8 Ave,Spruce St & Nassau St,1230,Subscriber,1
69708,Broadway & E 22 St,E 7 St & Avenue A,10604,Subscriber,2
56110,State St & Smith St,Ashland Pl & Hanson Pl,498,Subscriber,1
362843,W Broadway & Spring St,Bank St & Washington St,422,Subscriber,1
453573,W 34 St & 11 Ave,W 14 St & The High Line,663,Subscriber,1
242479,2 Ave & E 31 St,E 47 St & Park Ave,667,Subscriber,1
413304,E 60 St & York Ave,E 7 St & Avenue A,819,Subscriber,1
309820,8 Ave & W 33 St,W 37 St & 10 Ave,218,Subscriber,1
293223,Atlantic Ave & Furman St,Lawrence St & Willoughby St,619,Subscriber,1
92210,Henry St & Atlantic Ave,Clark St & Henry St,492,Subscriber,1
31396,Ashland Pl & Hanson Pl,Broadway & W 60 St,569,Subscriber,1
77015,W 20 St & 11 Ave,Pitt St & Stanton St,164,Subscriber,1
491408,Vesey Pl & River Terrace,W 41 St & 8 Ave,2032,Subscriber,1
260095,Old Slip & Front St,Pike St & Monroe St,538,Subscriber,2
487046,W 27 St & 7 Ave,W 20 St & 8 Ave,386,Subscriber,1
547095,W 14 St & The High Line,8 Ave & W 52 St,1177,Subscriber,1
291337,Cleveland Pl & Spring St,E 2 St & Avenue B,428,Subscriber,1
29371,Cadman Plaza West & Montague St,E 14 St & Avenue B,1602,Subscriber,1
244147,W 52 St & 11 Ave,W 33 St & 7 Ave,634,Subscriber,2
485297,W 44 St & 5 Ave,W 54 St & 9 Ave,681,Subscriber,1
140786,Mercer St & Spring St,Cumberland St & Lafayette Ave,769,Subscriber,1
564688,E 37 St & Lexington Ave,1 Ave & E 18 St,867,Subscriber,2
164054,E 47 St & 2 Ave,W 59 St & 10 Ave,986,Subscriber,1
177437,Pearl St & Anchorage Pl,Fulton St & Washington Ave,1283,Subscriber,2
410643,Spruce St & Nassau St,West St & Chambers St,598,Subscriber,1
142014,W 52 St & 5 Ave,W 37 St & 5 Ave,579,Subscriber,1
278200,E 15 St & Irving Pl,9 Ave & W 14 St,1887,Subscriber,2
543628,E 33 St & 2 Ave,2 Ave & E 58 St,693,Subscriber,2
446927,Johnson St & Gold St,Barclay St & Church St,1013,Subscriber,1
60019,Atlantic Ave & Fort Greene Pl,Atlantic Ave & Fort Greene Pl,395,Subscriber,1
384511,Lefferts Pl & Franklin Ave,Washington Ave & Greene Ave,554,Subscriber,2
44224,Lafayette St & Jersey St N,E 4 St & 2 Ave,276,Subscriber,1
84821,1 Ave & E 16 St,,184,Subscriber,1
319043,Murray St & West St,9 Ave & W 14 St,948,Subscriber,1
50467,E 55 St & Lexington Ave,Lexington Ave & E 24 St,1656,Subscriber,1
26576,Centre St & Chambers St,Pershing Square North,2043,Subscriber,1
442931,Cadman Plaza E & Red Cross Pl,Clinton St & Joralemon St,3160,Subscriber,1
249490,Broadway & E 14 St,St Marks Pl & 2 Ave,774,Subscriber,1
119110,William St & Pine St,Broad St & Bridge St,228,Subscriber,2
67305,2 Ave & E 58 St,E 48 St & Madison Ave,661,Subscriber,2
73690,Broadway & Berry St,Wythe Ave & Metropolitan Ave,3403,Subscriber,2
119752,Bus Slip & State St,Vesey Pl & River Terrace,480,Subscriber,1
417455,W 17 St & 8 Ave,W 15 St & 7 Ave,158,Subscriber,1
137947,Clermont Ave & Lafayette Ave,Broadway & E 22 St,2134,Subscriber,1
458283,W 26 St & 10 Ave,W 25 St & 6 Ave,545,Subscriber,1
482938,Sullivan St & Washington Sq,,533,Subscriber,1
63718,9 Ave & W 45 St,NYCBS Test,257,Subscriber,1
493475,Mott St & Prince St,Market St & Cherry St,1878,Subscriber,2
447124,E 48 St & Madison Ave,W 56 St & 6 Ave,266,Subscriber,1
284705,Lefferts Pl & Franklin Ave,Henry St & Atlantic Ave,1400,Subscriber,2
154807,Clinton St & Grand St,9 Ave & W 16 St,599,Subscriber,1
406826,Pershing Square South,Broadway & W 29 St,481,Subscriber,1
387132,9 Ave & W 16 St,,744,Subscriber,1
559581,Broadway & E 14 St,W 25 St & 6 Ave,1243,Subscriber,1
86648,Watts St & Greenwich St,MacDougal St & Prince St,1027,Subscriber,1
216511,Lawrence St & Willoughby St,Lafayette Ave & St James Pl,550,Subscriber,1
153110,Bank St & Washington St,W 13 St & 6 Ave,437,Subscriber,1
144647,12 Ave & W 40 St,W 56 St & 10 Ave,1267,Subscriber,2
96628,W 20 St & 7 Ave,Broadway & E 14 St,356,Subscriber,1
525277,E 24 St & Park Ave S,Cleveland Pl & Spring St,1607,Subscriber,1
457389,W 45 St & 6 Ave (1),W 33 St & 7 Ave,473,Subscriber,1
389973,W 37 St & 10 Ave,W 56 St & 6 Ave,757,Subscriber,1
572900,Bank St & Hudson St,W 42 St & 8 Ave,1189,Subscriber,1
523139,Liberty St & Broadway,W 20 St & 7 Ave,1106,Subscriber,1
399825,E 3 St & 1 Ave,University Pl & E 14 St,809,Subscriber,1
564851,Lafayette Ave & Fort Greene Pl,Fulton St & Washington Ave,559,Subscriber,2
558189,Pershing Square South,Ashland Pl & Hanson Pl,895,Subscriber,2
230453,Broadway & E 22 St,W 24 St & 7 Ave,317,Subscriber,1
157848,Lexington Ave & E 29 St,Broadway & W 36 St,427,Subscriber,1
419951,Broadway & W 53 St,E 58 St & 3 Ave,514,Subscriber,1
233485,Broadway & E 14 St,2 Ave & E 58 St,1119,Subscriber,1
457814,Greenwich St & Warren St,Leonard St & Church St,365,Subscriber,2
327448,Sullivan St & Washington Sq,Mercer St & Bleecker St S,337,Subscriber,1
319419,Lawrence St & Willoughby St,Broadway & W 24 St,2010,Subscriber,1
