,start station name,end station name,tripduration,usertype,gender
463037,W 22 St & 8 Ave,Broadway & E 22 St,354,Subscriber,1
277255,Stanton St & Chrystie St,E 58 St & 3 Ave,277,Subscriber,1
458622,8 Ave & W 31 St N,Barrow St & Hudson St,340,Subscriber,1
266181,Broadway & W 32 St,Little West St & 1 Pl,1498,Subscriber,1
292262,Laight St & Hudson St,Franklin St & W Broadway,1849,Subscriber,2
23072,York St & Jay St,Fulton St & Washington Ave,1245,Subscriber,1
250529,E 39 St & 2 Ave,FDR Drive & E 35 St,258,Subscriber,1
289594,E 24 St & Park Ave S,E 32 St & Park Ave,272,Subscriber,2
407252,E 2 St & 2 Ave,E 15 St & 3 Ave,1042,Subscriber,1
317889,Carmine St & 6 Ave,Great Jones St,677,Subscriber,1
458278,Front St & Maiden Ln,Pershing Square South,1849,Subscriber,1
381890,E 20 St & 2 Ave,Cleveland Pl & Spring St,1135,Subscriber,2
384659,Carlton Ave & Park Ave,Allen St & Stanton St,1519,Subscriber,1
453718,W 53 St & 10 Ave,West St & Chambers St,1537,Subscriber,1
535177,E 24 St & Park Ave S,E 24 St & Park Ave S,189,Subscriber,1
202013,Carmine St & 6 Ave,W 17 St & 8 Ave,1335,Subscriber,1
571448,W 43 St & 10 Ave,St James Pl & Pearl St,175,Subscriber,1
305673,Warren St & Church St,Broadway & W 49 St,1504,Subscriber,1
136845,2 Ave & E 58 St,E 47 St & 2 Ave,572,Subscriber,1
306523,11 Ave & W 27 St,E 33 St & 2 Ave,769,Subscriber,1
513851,9 Ave & W 18 St,W 22 St & 8 Ave,266,Subscriber,1
419867,8 Ave & W 33 St,1 Ave & E 30 St,1119,Subscriber,1
234896,E 20 St & 2 Ave,Broadway & W 29 St,327,Subscriber,1
288840,Lexington Ave & E 29 St,W 38 St & 8 Ave,819,Subscriber,1
528285,Metropolitan Ave & Bedford Ave,Clinton Ave & Flushing Ave,1336,Subscriber,1
141767,Vesey Pl & River Terrace,E 4 St & 2 Ave,1140,Subscriber,1
549736,W 52 St & 11 Ave,Washington Square E,1446,Subscriber,1
470358,W Broadway & Spring St,Lafayette St & E 8 St,1507,Subscriber,1
338974,Clermont Ave & Lafayette Ave,Shevchenko Pl & E 7 St,407,Subscriber,1
444405,Broadway & W 53 St,E 32 St & Park Ave,851,Subscriber,1
119933,W 17 St & 8 Ave,W 4 St & 7 Ave S,880,Subscriber,1
550930,Cliff St & Fulton St,Lispenard St & Broadway,547,Subscriber,2
280031,Harrison St & Hudson St,Old Slip & Front St,773,Subscriber,1
458577,8 Ave & W 52 St,W 29 St & 9 Ave,829,Subscriber,1
212564,St Marks Pl & 2 Ave,Forsyth St & Canal St,107,Subscriber,1
533104,E 24 St & Park Ave S,Grand Army Plaza & Central Park S,2178,Subscriber,2
254163,Lispenard St & Broadway,Greenwich St & North Moore St,230,Subscriber,1
97160,Reade St & Broadway,Cleveland Pl & Spring St,375,Subscriber,1
406607,W 26 St & 8 Ave,9 Ave & W 22 St,646,Subscriber,1
140024,DeKalb Ave & Hudson Ave,Willoughby Ave & Hall St,413,Subscriber,1
397606,2 Ave & E 31 St,E 20 St & 2 Ave,286,Subscriber,1
219499,Avenue D & E 8 St,Canal St & Rutgers St,903,Subscriber,1
128523,E 47 St & 2 Ave,E 2 St & Avenue C,1072,Subscriber,1
310414,E 10 St & 5 Ave,University Pl & E 14 St,138,Subscriber,1
494909,W 15 St & 7 Ave,,1344,Subscriber,2
415627,Old Slip & Front St,Vesey Pl & River Terrace,717,Subscriber,1
459149,Pearl St & Anchorage Pl,E 2 St & Avenue B,475,Subscriber,2
84073,E 6 St & Avenue B,Vesey Pl & River Terrace,1623,Subscriber,1
206699,Bank St & Washington St,MacDougal St & Washington Sq,1321,Subscriber,2
360573,Bank St & Hudson St,Cleveland Pl & Spring St,980,Subscriber,1
50626,E 13 St & Avenue A,E 24 St & Park Ave S,1150,Subscriber,1
30610,W 52 St & 9 Ave,E 19 St & 3 Ave,960,Subscriber,2
291913,Liberty St & Broadway,W 41 St & 8 Ave,1388,Subscriber,1
233492,Broadway & W 49 St,W 46 St & 11 Ave,626,Subscriber,2
472680,Clinton St & Joralemon St,Broadway & E 14 St,1332,Subscriber,1
404989,Front St & Washington St,Forsyth St & Canal St,726,Subscriber,1
101664,Ashland Pl & Hanson Pl,Centre St & Chambers St,1421,Subscriber,1
386915,Atlantic Ave & Fort Greene Pl,Railroad Ave & Kay Ave,39553,Subscriber,1
29990,E 33 St & 5 Ave,2 Ave & E 31 St,359,Subscriber,2
309519,W 20 St & 8 Ave,Howard St & Centre St,1850,Subscriber,1
239812,W 33 St & 7 Ave,Broadway & W 58 St,720,Subscriber,1
320171,Broadway & W 49 St,W 15 St & 7 Ave,1204,Subscriber,1
486751,S 5 Pl & S 5 St,Lexington Ave & E 24 St,991,Subscriber,2
129591,W 39 St & 9 Ave,Broadway & W 56 St,1012,Subscriber,2
268952,Broadway & E 22 St,Pershing Square North,881,Subscriber,2
482505,E 17 St & Broadway,E 53 St & Lexington Ave,956,Subscriber,1
57034,Broadway & W 29 St,2 Ave & E 58 St,725,Subscriber,2
187938,E 23 St & 1 Ave,E 23 St & 1 Ave,86,Subscriber,1
555878,W 39 St & 9 Ave,E 39 St & 3 Ave,776,Subscriber,1
211862,E 25 St & 2 Ave,Broadway & E 14 St,1768,Subscriber,2
467506,Jay St & Tech Pl,Kent Ave & S 11 St,1529,Subscriber,1
576543,State St & Smith St,State St & Smith St,1466,Subscriber,1
390381,W 20 St & 11 Ave,Bank St & Hudson St,476,Subscriber,2
480152,Barclay St & Church St,Cliff St & Fulton St,262,Subscriber,1
12769,Clinton St & Grand St,Metropolitan Ave & Bedford Ave,807,Subscriber,2
561732,Watts St & Greenwich St,Broadway & E 14 St,651,Subscriber,1
294304,Broadway & E 14 St,,346,Subscriber,1
251101,8 Ave & W 33 St,Old Slip & Front St,332,Subscriber,1
526689,9 Ave & W 22 St,E 11 St & Broadway,699,Subscriber,1
527211,Madison St & Clinton St,Lafayette St & E 8 St,1946,Subscriber,1
454440,E 31 St & 3 Ave,E 58 St & 3 Ave,780,Subscriber,1
366994,W 33 St & 7 Ave,Broadway & W 58 St,1466,Subscriber,2
338050,Greenwich St & W Houston St,Spruce St & Nassau St,948,Subscriber,1
432446,Mott St & Prince St,Barclay St & Church St,1172,Subscriber,1
467912,Carmine St & 6 Ave,6 Ave & Broome St,552,Subscriber,2
430210,8 Ave & W 52 St,8 Ave & W 33 St,764,Subscriber,1
392946,Market St & Cherry St,Bus Slip & State St,687,Subscriber,1
228680,11 Ave & W 59 St,11 Ave & W 59 St,518,Subscriber,1
469311,Christopher St & Greenwich St,W 4 St & 7 Ave S,2132,Subscriber,2
563906,E 20 St & FDR Drive,E 9 St & Avenue C,491,Subscriber,1
353873,Kent Ave & S 11 St,Lawrence St & Willoughby St,2205,Subscriber,1
1691,E 2 St & Avenue B,Barrow St & Hudson St,1038,Subscriber,1
164150,West Thames St,Fulton St & William St,587,Subscriber,1
388444,Broadway & W 24 St,,681,Subscriber,1
143990,E 23 St & 1 Ave,E 6 St & Avenue B,726,Subscriber,1
290865,W 16 St & The High Line,12 Ave & W 40 St,366,Subscriber,1
299277,W 13 St & 6 Ave,Lafayette St & E 8 St,520,Subscriber,1
486740,W 47 St & 10 Ave,E 39 St & 2 Ave,688,Subscriber,2
267601,W 16 St & The High Line,E 25 St & 2 Ave,128,Subscriber,1
122291,Mercer St & Bleecker St S,W 26 St & 8 Ave,972,Subscriber,1
137279,Greenwich St & Warren St,W 42 St & 8 Ave,1673,Subscriber,1
463688,Pershing Square North,2 Ave & E 31 St,372,Subscriber,1
43580,E 10 St & 5 Ave,Barrow St & Hudson St,732,Subscriber,2
233092,Clark St & Henry St,W 33 St & 7 Ave,373,Subscriber,1
535455,Franklin St & W Broadway,W 24 St & 7 Ave,446,Subscriber,1
172434,E 7 St & Avenue A,Franklin St & W Broadway,1147,Subscriber,1
495287,9 Ave & W 22 St,W 26 St & 8 Ave,315,Subscriber,1
162293,Fulton St & Clermont Ave,Lafayette Ave & Fort Greene Pl,260,Subscriber,1
269963,Front St & Maiden Ln,Vesey Pl & River Terrace,748,Subscriber,1
521,E 10 St & Avenue A,W 13 St & 7 Ave,496,Subscriber,1
472145,Barclay St & Church St,Greenwich St & North Moore St,362,Subscriber,1
444927,W 53 St & 10 Ave,8 Ave & W 33 St,859,Subscriber,1
518652,E 39 St & 2 Ave,,283,Subscriber,1
431363,W 26 St & 10 Ave,W 24 St & 7 Ave,294,Subscriber,1
330355,1 Ave & E 16 St,Carmine St & 6 Ave,1752,Subscriber,1
454314,Elizabeth St & Hester St,Broadway & Battery Pl,1266,Subscriber,2
255684,E 13 St & Avenue A,Pershing Square South,954,Subscriber,1
128395,Broad St & Bridge St,Liberty St & Broadway,254,Subscriber,1
266129,9 Ave & W 22 St,Mercer St & Spring St,752,Subscriber,1
181063,Canal St & Rutgers St,E 56 St & 3 Ave,1415,Subscriber,1
447061,Laight St & Hudson St,Duane St & Greenwich St,250,Subscriber,1
466907,Greenwich St & W Houston St,W 20 St & 11 Ave,738,Subscriber,1
290335,Greenwich Ave & Charles St,Washington Pl & Broadway,596,Subscriber,2
162954,Broadway & W 51 St,Clinton St & Grand St,398,Subscriber,1
513509,Washington Pl & Broadway,Washington Square E,116,Subscriber,1
484188,E 45 St & 3 Ave,York St & Jay St,2218,Subscriber,2
84383,W 18 St & 6 Ave,Mercer St & Spring St,941,Subscriber,2
472967,W 53 St & 10 Ave,W 56 St & 6 Ave,440,Subscriber,1
156078,Broadway & W 24 St,W 53 St & 10 Ave,1289,Subscriber,2
300523,W 37 St & 5 Ave,W 11 St & 6 Ave,786,Subscriber,1
572510,E 20 St & FDR Drive,1 Ave & E 16 St,239,Subscriber,1
160739,Avenue D & E 3 St,,736,Subscriber,1
130822,Fulton St & Clermont Ave,Fulton St & Clermont Ave,883,Subscriber,2
41653,E 27 St & 1 Ave,Broadway & W 58 St,839,Subscriber,1
45637,Franklin St & W Broadway,W 22 St & 10 Ave,119,Subscriber,1
488335,W 29 St & 9 Ave,W 53 St & 10 Ave,791,Subscriber,2
223847,Carlton Ave & Flushing Ave,York St & Jay St,501,Subscriber,2
319956,9 Ave & W 22 St,W 17 St & 8 Ave,557,Subscriber,1
520370,Spruce St & Nassau St,Centre St & Worth St,229,Subscriber,2
18260,Fulton St & Broadway,Reade St & Broadway,665,Subscriber,1
342967,W 20 St & 11 Ave,E 19 St & 3 Ave,465,Subscriber,1
432066,Pearl St & Anchorage Pl,W 20 St & 7 Ave,1738,Subscriber,1
438281,E 20 St & 2 Ave,E 20 St & 2 Ave,813,Subscriber,1
120816,Broadway & W 32 St,Broadway & W 24 St,285,Subscriber,1
462790,W Broadway & Spring St,Sullivan St & Washington Sq,794,Subscriber,2
290831,Murray St & West St,Bus Slip & State St,887,Subscriber,1
48073,Broadway & Battery Pl,Cliff St & Fulton St,250,Subscriber,1
332680,Little West St & 1 Pl,W 49 St & 8 Ave,1736,Subscriber,1
276611,Centre St & Chambers St,Bond St & Schermerhorn St,1190,Subscriber,1
497730,E 11 St & 2 Ave,Watts St & Greenwich St,704,Subscriber,1
66259,Washington Pl & 6 Ave,W 52 St & 9 Ave,1283,Subscriber,1
544563,Broadway & W 49 St,W 27 St & 7 Ave,999,Subscriber,1
52176,S 3 St & Bedford Ave,Front St & Gold St,1242,Subscriber,1
95294,Forsyth St & Broome St,Barrow St & Hudson St,879,Subscriber,2
171179,W 20 St & 11 Ave,Lawrence St & Willoughby St,876,Subscriber,1
199677,Broadway & W 24 St,W 24 St & 7 Ave,225,Subscriber,1
235227,E 17 St & Broadway,MacDougal St & Washington Sq,470,Subscriber,2
406866,W 45 St & 6 Ave (1),Allen St & Rivington St,1594,Subscriber,1
554284,E 45 St & 3 Ave,E 11 St & Broadway,856,Subscriber,1
110989,Bank St & Washington St,6 Ave & Broome St,904,Subscriber,1
340358,Wythe Ave & Metropolitan Ave,Norfolk St & Broome St,3311,Subscriber,1
379667,9 Ave & W 14 St,W 15 St & 7 Ave,226,Subscriber,1
459254,Johnson St & Gold St,2 Ave & E 31 St,3782,Subscriber,2
341069,E 43 St & Vanderbilt Ave,E 58 St & 3 Ave,386,Subscriber,1
83089,W 59 St & 10 Ave,W 47 St & 10 Ave,493,Subscriber,1
518756,Sullivan St & Washington Sq,Duane St & Greenwich St,946,Subscriber,1
241975,E 9 St & Avenue C,W 13 St & 7 Ave,786,Subscriber,1
150055,8 Ave & W 31 St N,E 20 St & 2 Ave,1070,Subscriber,2
58339,Clermont Ave & Park Ave,Washington Ave & Park Ave,180,Subscriber,1
9675,DeKalb Ave & S Portland Ave,Shevchenko Pl & E 7 St,142,Subscriber,1
177408,Allen St & Hester St,Greenwich St & W Houston St,820,Subscriber,1
483421,E 24 St & Park Ave S,,942,Subscriber,1
522400,E 31 St & 3 Ave,W 20 St & 11 Ave,934,Subscriber,2
126139,W 44 St & 5 Ave,W 52 St & 11 Ave,215,Subscriber,1
356995,Bond St & Schermerhorn St,Old Fulton St,1647,Subscriber,1
290750,Liberty St & Broadway,Barrow St & Hudson St,965,Subscriber,1
171087,8 Ave & W 31 St N,E 11 St & Broadway,1198,Subscriber,1
65283,W 38 St & 8 Ave,Mercer St & Bleecker St S,970,Subscriber,1
575730,Henry St & Atlantic Ave,Johnson St & Gold St,1343,Subscriber,2
248421,W 25 St & 6 Ave,E 43 St & Vanderbilt Ave,657,Subscriber,1
194521,Ashland Pl & Hanson Pl,Atlantic Ave & Furman St,1028,Subscriber,1
516697,W 53 St & 10 Ave,Cherry St,899,Subscriber,1
485985,W 27 St & 7 Ave,Broadway & W 24 St,334,Subscriber,1
137794,Cumberland St & Lafayette Ave,,385,Subscriber,1
121911,Pershing Square North,Broadway & W 41 St,1316,Subscriber,1
440122,Mercer St & Bleecker St S,Columbia St & Rivington St,532,Subscriber,1
531972,E 13 St & Avenue A,E 7 St & Avenue A,208,Subscriber,1
164374,Barclay St & Church St,Mercer St & Spring St,1004,Subscriber,1
571945,E 24 St & Park Ave S,E 39 St & 2 Ave,631,Subscriber,1
278031,W 39 St & 9 Ave,E 17 St & Broadway,1010,Subscriber,1
449436,E 58 St & 3 Ave,Broadway & E 14 St,1110,Subscriber,1
447999,E 58 St & 3 Ave,Grand Army Plaza & Central Park S,4161,Subscriber,1
286498,8 Ave & W 33 St,Broadway & W 38 St,377,Subscriber,1
428787,Broadway & W 51 St,E 56 St & 3 Ave,684,Subscriber,1
216268,E 16 St & 5 Ave,Greenwich Ave & 8 Ave,272,Subscriber,1
295879,Lawrence St & Willoughby St,S 4 St & Wythe Ave,989,Subscriber,1
439804,E 14 St & Avenue B,Suffolk St & Stanton St,370,Subscriber,1
319771,St Marks Pl & 2 Ave,E 45 St & 3 Ave,1075,Subscriber,1
242346,W 43 St & 6 Ave,E 47 St & Park Ave,281,Subscriber,1
67444,John St & William St,South St & Whitehall St,467,Subscriber,2
134202,6 Ave & Broome St,W 27 St & 7 Ave,1175,Subscriber,1
122937,E 47 St & 2 Ave,Henry St & Grand St,1701,Subscriber,2
233829,W 4 St & 7 Ave S,MacDougal St & Washington Sq,563,Subscriber,2
215729,W 4 St & 7 Ave S,9 Ave & W 14 St,723,Subscriber,2
78531,E 31 St & 3 Ave,E 31 St & 3 Ave,3079,Subscriber,1
529068,W 20 St & 7 Ave,DeKalb Ave & Hudson Ave,240,Subscriber,1
190726,W 39 St & 9 Ave,Central Park S & 6 Ave,2135,Subscriber,1
567730,1 Ave & E 44 St,Broadway & W 60 St,1075,Subscriber,1
213004,9 Ave & W 45 St,W 24 St & 7 Ave,587,Subscriber,1
241099,8 Ave & W 52 St,W 53 St & 10 Ave,280,Subscriber,1
527170,E 2 St & 2 Ave,E 10 St & Avenue A,261,Subscriber,1
435706,E 31 St & 3 Ave,Pershing Square North,405,Subscriber,1
350211,W 37 St & 10 Ave,Pershing Square South,795,Subscriber,1
243836,E 43 St & Vanderbilt Ave,Clark St & Henry St,477,Subscriber,1
541781,E 16 St & 5 Ave,St Marks Pl & 1 Ave,553,Subscriber,1
276495,Lafayette St & Jersey St N,,264,Subscriber,1
414080,Pearl St & Anchorage Pl,William St & Pine St,1047,Subscriber,1
575749,Greenwich St & Warren St,Spruce St & Nassau St,576,Subscriber,2
500459,W 56 St & 10 Ave,W 18 St & 6 Ave,840,Subscriber,1
431519,Broadway & W 24 St,W 24 St & 7 Ave,271,Subscriber,2
514962,W 21 St & 6 Ave,E 30 St & Park Ave S,749,Subscriber,2
382532,Vesey Pl & River Terrace,MacDougal St & Prince St,1137,Subscriber,2
168607,Lafayette Ave & Classon Ave,,705,Subscriber,1
558869,W 56 St & 6 Ave,Broadway & E 22 St,1013,Subscriber,1
168231,W 56 St & 6 Ave,Pershing Square North,676,Subscriber,1
422106,Carlton Ave & Park Ave,E 16 St & 5 Ave,657,Subscriber,2
498736,1 Ave & E 18 St,W 47 St & 10 Ave,315,Subscriber,1
54191,E 39 St & 2 Ave,W 18 St & 6 Ave,979,Subscriber,1
526437,Great Jones St,Sullivan St & Washington Sq,106,Subscriber,1
261726,E 58 St & 3 Ave,E 53 St & Madison Ave,329,Subscriber,1
542217,Lafayette St & E 8 St,E 4 St & 2 Ave,150,Subscriber,1
261815,Liberty St & Broadway,West Thames St,641,Subscriber,1
463582,LaGuardia Pl & W 3 St,E 11 St & 1 Ave,873,Subscriber,2
340575,E 13 St & Avenue A,E 11 St & 1 Ave,930,Subscriber,1
72668,9 Ave & W 14 St,,64669,Subscriber,1
238233,Washington St & Gansevoort St,W 39 St & 9 Ave,962,Subscriber,1
466062,E 39 St & 3 Ave,E 20 St & 2 Ave,584,Subscriber,1
227622,W 20 St & 11 Ave,W 18 St & 6 Ave,164,Subscriber,1
496028,West Thames St,E 53 St & Lexington Ave,2131,Subscriber,1
451705,W 37 St & 5 Ave,W 24 St & 7 Ave,717,Subscriber,1
135489,E 47 St & 2 Ave,9 Ave & W 45 St,812,Subscriber,2
104078,Howard St & Centre St,W 37 St & 10 Ave,1983,Subscriber,2
327263,W 20 St & 11 Ave,Lafayette Ave & St James Pl,658,Subscriber,1
575147,Mercer St & Spring St,Barrow St & Hudson St,2083,Subscriber,1
181777,E 2 St & Avenue C,5 Ave & E 29 St,988,Subscriber,1
407775,Greenwich St & North Moore St,Stanton St & Chrystie St,881,Subscriber,1
346037,Washington Ave & Greene Ave,Clermont Ave & Lafayette Ave,449,Subscriber,1
43369,Clark St & Henry St,Henry St & Atlantic Ave,195,Subscriber,1
257236,W 37 St & 5 Ave,Broadway & W 38 St,166,Subscriber,1
436999,Hudson St & Reade St,Spruce St & Nassau St,341,Subscriber,1
436336,W 20 St & 7 Ave,West Thames St,2063,Subscriber,2
534208,E 11 St & 1 Ave,University Pl & E 14 St,418,Subscriber,1
445717,Henry St & Atlantic Ave,E 15 St & 3 Ave,401,Subscriber,1
198271,2 Ave & E 31 St,W 49 St & 8 Ave,862,Subscriber,1
130205,W 39 St & 9 Ave,E 2 St & Avenue C,2344,Subscriber,2
335928,E 11 St & 2 Ave,Mercer St & Bleecker St S,296,Subscriber,1
136953,Pearl St & Anchorage Pl,W 4 St & 7 Ave S,1632,Subscriber,1
560127,W 13 St & 6 Ave,Allen St & Hester St,2153,Subscriber,1
564766,W 13 St & 6 Ave,University Pl & E 14 St,777,Subscriber,1
345688,W 45 St & 6 Ave (1),W 52 St & 5 Ave,569,Subscriber,1
337937,St James Pl & Oliver St,Greenwich St & North Moore St,1006,Subscriber,1
92450,Henry St & Poplar St,E 60 St & York Ave,74,Subscriber,1
488772,South St & Whitehall St,South St & Gouverneur Ln,1049,Subscriber,1
341798,Great Jones St,Broadway & E 14 St,394,Subscriber,1
459949,Washington Square E,W 11 St & 6 Ave,213,Subscriber,1
466490,E 7 St & Avenue A,St Marks Pl & 1 Ave,117,Subscriber,1
567030,Broadway & W 49 St,W 54 St & 9 Ave,289,Subscriber,1
347138,9 Ave & W 18 St,LaGuardia Pl & W 3 St,1083,Subscriber,1
59383,Duane St & Greenwich St,Clinton St & Joralemon St,1622,Subscriber,1
566507,W 27 St & 7 Ave,Pearl St & Hanover Square,2589,Subscriber,1
127633,W 52 St & 5 Ave,W 39 St & 9 Ave,617,Subscriber,1
375052,W 29 St & 9 Ave,W 43 St & 10 Ave,534,Subscriber,2
508173,Water - Whitehall Plaza,Maiden Ln & Pearl St,243,Subscriber,1
292324,W 4 St & 7 Ave S,W 14 St & The High Line,2579,Subscriber,2
415189,Stanton St & Mangin St,Liberty St & Broadway,968,Subscriber,1
559952,E 23 St & 1 Ave,Broadway & W 29 St,1127,Subscriber,1
73292,Broadway & W 58 St,,1137,Subscriber,2
51074,Stanton St & Chrystie St,Watts St & Greenwich St,308,Subscriber,2
37697,W 53 St & 10 Ave,Broadway & W 53 St,370,Subscriber,1
57424,E 10 St & Avenue A,Washington Pl & 6 Ave,1160,Subscriber,2
407717,W 38 St & 8 Ave,9 Ave & W 16 St,574,Subscriber,1
33980,William St & Pine St,Leonard St & Church St,675,Subscriber,2
218608,Spruce St & Nassau St,Broadway & E 14 St,1549,Subscriber,1
553078,E 2 St & Avenue B,Cumberland St & Lafayette Ave,100,Subscriber,2
418798,E 12 St & 3 Ave,E 9 St & Avenue C,279,Subscriber,1
326604,W 4 St & 7 Ave S,E 9 St & Avenue C,973,Subscriber,1
460797,Fulton St & Broadway,,846,Subscriber,1
6203,E 51 St & Lexington Ave,Mercer St & Bleecker St S,1820,Subscriber,1
358145,Franklin St & W Broadway,W 24 St & 7 Ave,548,Subscriber,1
69305,W 20 St & 11 Ave,Division St & Bowery,1905,Subscriber,1
369725,York St & Jay St,E 17 St & Broadway,184,Subscriber,1
499316,E 11 St & 2 Ave,E 30 St & Park Ave S,2159,Subscriber,1
475455,Bank St & Washington St,Watts St & Greenwich St,392,Subscriber,1
132420,W 11 St & 6 Ave,Atlantic Ave & Fort Greene Pl,1529,Subscriber,1
366435,Laight St & Hudson St,MacDougal St & Washington Sq,634,Subscriber,1
177401,E 25 St & 2 Ave,Broadway & W 41 St,852,Subscriber,1
437973,Vesey Pl & River Terrace,William St & Pine St,1380,Subscriber,2
99207,E 11 St & Broadway,Front St & Washington St,3051,Subscriber,1
165464,Maiden Ln & Pearl St,Cherry St,968,Subscriber,2
308318,E 53 St & Madison Ave,Broadway & W 51 St,537,Subscriber,2
280821,W 43 St & 10 Ave,E 47 St & 2 Ave,1113,Subscriber,1
53697,E 48 St & Madison Ave,Greenwich Ave & Charles St,714,Subscriber,1
268214,E 32 St & Park Ave,E 23 St & 1 Ave,581,Subscriber,1
537636,Pershing Square South,W 49 St & 8 Ave,1150,Subscriber,1
503709,Broadway & E 22 St,Franklin St & W Broadway,575,Subscriber,2
223223,State St & Smith St,W 44 St & 5 Ave,1857,Subscriber,1
535691,Broadway & W 32 St,W 38 St & 8 Ave,366,Subscriber,2
508393,Greenwich St & W Houston St,Front St & Maiden Ln,992,Subscriber,1
310669,Christopher St & Greenwich St,Vesey Pl & River Terrace,712,Subscriber,2
256529,Broadway & E 22 St,Mercer St & Spring St,934,Subscriber,2
421830,W 26 St & 10 Ave,W 56 St & 10 Ave,811,Subscriber,1
255480,Franklin St & W Broadway,W 16 St & The High Line,1466,Subscriber,1
101670,Allen St & Hester St,Howard St & Centre St,1000,Subscriber,1
273339,9 Ave & W 16 St,Cadman Plaza West & Montague St,1915,Subscriber,2
398520,Fulton St & William St,Broadway & Battery Pl,292,Subscriber,1
525957,Bond St & Schermerhorn St,Henry St & Atlantic Ave,311,Subscriber,1
433180,Christopher St & Greenwich St,E 45 St & 3 Ave,716,Subscriber,1
543779,Cleveland Pl & Spring St,Lafayette St & E 8 St,403,Subscriber,1
326130,Old Slip & Front St,S 5 Pl & S 5 St,1525,Subscriber,1
527456,9 Ave & W 45 St,E 7 St & Avenue A,176,Subscriber,1
461377,Washington Square E,Carmine St & 6 Ave,212,Subscriber,1
529428,Lafayette St & E 8 St,E 30 St & Park Ave S,697,Subscriber,2
258827,South St & Whitehall St,Jay St & Tech Pl,544,Subscriber,1
415386,W 25 St & 6 Ave,W 51 St & 6 Ave,739,Subscriber,1
450121,W 38 St & 8 Ave,W 49 St & 8 Ave,317,Subscriber,1
464129,W 41 St & 8 Ave,11 Ave & W 41 St,343,Subscriber,1
128895,W 26 St & 10 Ave,Henry St & Atlantic Ave,2378,Subscriber,1
153497,Clermont Ave & Lafayette Ave,Lafayette Ave & Fort Greene Pl,310,Subscriber,1
243472,Broadway & W 38 St,Pershing Square North,319,Subscriber,1
261596,Pearl St & Hanover Square,Broadway & W 41 St,1749,Subscriber,1
521913,9 Ave & W 16 St,Carlton Ave & Park Ave,512,Subscriber,1
354491,Broadway & W 24 St,Broadway & W 24 St,259,Subscriber,2
323385,Warren St & Church St,9 Ave & W 45 St,3819,Subscriber,2
334176,Allen St & Rivington St,E 17 St & Broadway,564,Subscriber,1
514669,Murray St & West St,West Thames St,690,Subscriber,1
296584,W 41 St & 8 Ave,Franklin St & W Broadway,849,Subscriber,2
570913,Dean St & 4 Ave,Wythe Ave & Metropolitan Ave,2668,Subscriber,1
76785,9 Ave & W 14 St,Sullivan St & Washington Sq,618,Subscriber,1
543672,W 41 St & 8 Ave,Broadway & W 49 St,1329,Subscriber,2
501680,E 24 St & Park Ave S,E 12 St & 3 Ave,419,Subscriber,1
295098,Cadman Plaza West & Montague St,Warren St & Church St,2055,Subscriber,1
551165,E 51 St & Lexington Ave,E 4 St & 2 Ave,1643,Subscriber,2
573456,E 25 St & 2 Ave,W 11 St & 6 Ave,919,Subscriber,1
462439,Lafayette St & E 8 St,Stanton St & Mangin St,1086,Subscriber,2
54684,Bayard St & Baxter St,Barclay St & Church St,461,Subscriber,1
107537,W 13 St & 7 Ave,W 14 St & The High Line,871,Subscriber,2
309961,E 24 St & Park Ave S,W 17 St & 8 Ave,2080,Subscriber,1
218100,St Marks Pl & 2 Ave,Cleveland Pl & Spring St,429,Subscriber,1
421433,1 Ave & E 30 St,Greenwich Ave & Charles St,287,Subscriber,1
174596,Columbia St & Rivington St,Howard St & Centre St,1188,Subscriber,1
209897,Suffolk St & Stanton St,Pearl St & Anchorage Pl,910,Subscriber,1
458471,E 48 St & Madison Ave,Lexington Ave & E 29 St,677,Subscriber,1
224378,W 20 St & 11 Ave,W 17 St & 8 Ave,264,Subscriber,1
335470,Lafayette St & E 8 St,Sullivan St & Washington Sq,295,Subscriber,1
357501,St Marks Pl & 1 Ave,E 48 St & Madison Ave,753,Subscriber,2
545122,Bank St & Hudson St,Washington St & Gansevoort St,867,Subscriber,1
261591,Carmine St & 6 Ave,,758,Subscriber,1
285117,Bank St & Hudson St,Jay St & Tech Pl,1136,Subscriber,1
262674,Cadman Plaza West & Montague St,Broadway & W 58 St,667,Subscriber,2
88797,Forsyth St & Broome St,Lexington Ave & E 29 St,456,Subscriber,1
132549,2 Ave & E 31 St,E 2 St & Avenue C,219,Subscriber,1
410817,E 10 St & Avenue A,,358,Subscriber,1
381670,Canal St & Rutgers St,Henry St & Atlantic Ave,1279,Subscriber,1
166898,Lafayette St & E 8 St,S 5 Pl & S 5 St,1184,Subscriber,1
430813,Lafayette St & E 8 St,Allen St & Hester St,1036,Subscriber,2
219456,Cleveland Pl & Spring St,E 58 St & 3 Ave,557,Subscriber,1
127487,Broadway & W 41 St,E 25 St & 2 Ave,673,Subscriber,1
454373,E 48 St & Madison Ave,E 33 St & 5 Ave,561,Subscriber,1
91580,Broadway & W 41 St,Broadway & W 58 St,1683,Subscriber,2
545487,W 26 St & 8 Ave,E 32 St & Park Ave,743,Subscriber,1
305129,E 9 St & Avenue C,Centre St & Chambers St,1466,Subscriber,1
463650,Rivington St & Ridge St,Cleveland Pl & Spring St,881,Subscriber,1
